Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No.,Invoice No.,Invoiced Value,Supplier Name,Address Book No.,Proclass Details Level 1,Thomson Classification Description
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2012-01-26,3194830,12772,3412.08,REDACTED PERSONAL DATA,433761,Social Community Care,ADOPTION & FOSTERING
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2012-01-26,3194831,67415,3210.48,REDACTED PERSONAL DATA,344830,Social Community Care,ADOPTION & FOSTERING
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2012-01-26,3194834,12773,2731.96,REDACTED PERSONAL DATA,433761,Social Community Care,ADOPTION & FOSTERING
LEAVING CARE,9270,INDEPENDENT FOSTERING,2012-01-26,3194835,15893,3411.80,REDACTED PERSONAL DATA,352082,Social Community Care,ADOPTION & FOSTERING
CWD INDEPENDENT PLACEMENTS,9270,INDEPENDENT FOSTERING,2012-01-26,3194836,15894,3411.80,REDACTED PERSONAL DATA,352082,Social Community Care,ADOPTION & FOSTERING
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2012-01-26,3194837,15895,3411.80,REDACTED PERSONAL DATA,352082,Social Community Care,ADOPTION & FOSTERING
CWD INDEPENDENT PLACEMENTS,9270,CARELEAVERS ACCOMMODATION,2012-01-26,3194838,11034,3452.56,SEASHELL TRUST ROYAL SCHOOL,334750,Unclassified Non Trade,SCHOOLS - SPECIAL
INDEPENDENT RES BLOCK PLACEMEN,9270,INDEPENDENT RESIDENTIAL PMENT,2012-01-26,3194839,16490,5259.48,CARE TODAY,382727,Social Community Care,CHILDREN'S HOMES
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2012-01-26,3194841,CYPS-ZULFA1,665.00,EARL MARSHALL GUEST HOUSE,391589,Facilities Management,GUEST HOUSES
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2012-01-26,3194842,KM/012/2011,875.00,EARL MARSHALL GUEST HOUSE,391589,Facilities Management,GUEST HOUSES
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2012-01-26,3194850,KW/024/2011,1120.00,EARL MARSHALL GUEST HOUSE,391589,Facilities Management,GUEST HOUSES
CONTRACT,6210,RENTS,2012-01-26,3195433,MPA20120126128 10,650.00,SEYYED SHAH,493436,Unclassified Trade,PROPERTY & ESTATE MANAGEMENT
CONTRACT,6210,RENTS,2012-01-26,3195434,MPA20120126128 11,500.00,CAPITAL PROPERTIES,478220,Unclassified Trade,LETTING AGENTS
CONTRACT,6210,RENTS,2012-01-26,3195435,MPA20120126128 12,812.50,FLORENCE RODRIGUES,518981,Unclassified Trade,PROPERTY & ESTATE MANAGEMENT
CONTRACT,6210,RENTS,2012-01-26,3195439,MPA20120126128 16,975.00,J A SAVVA,510440,Unclassified Trade,LETTING AGENTS
CONTRACT,6210,RENTS,2012-01-26,3195440,MPA20120126128 17,650.00,PHILIP READ,492067,Unclassified Trade,PROPERTY & ESTATE MANAGEMENT
CONTRACT,6210,RENTS,2012-01-26,3195441,MPA20120126128 18,650.00,VENTROMADE LTD,449361,Construction,PROPERTY DEVELOPERS
CONTRACT,6210,RENTS,2012-01-26,3195442,MPA20120126128 19,650.00,PHILIP READ,492067,Unclassified Trade,PROPERTY & ESTATE MANAGEMENT
CONTRACT,6210,RENTS,2012-01-26,3195443,MPA20120126128 2,650.00,STEPHEN GEARY,511645,Unclassified Trade,PROPERTY & ESTATE MANAGEMENT
CONTRACT,6210,RENTS,2012-01-26,3195445,MPA20120126128 21,800.00,CAPITAL PROPERTIES,478220,Unclassified Trade,LETTING AGENTS
CONTRACT,6210,RENTS,2012-01-26,3195446,MPA20120126128 22,812.50,REDACTED PERSONAL DATA,553376,Unclassified Non Trade,Unclassified Non Trade
CONTRACT,6210,RENTS,2012-01-26,3195447,MPA20120126128 23,800.00,CAPITAL PROPERTIES,478220,Unclassified Trade,LETTING AGENTS
CONTRACT,6210,RENTS,2012-01-26,3195448,MPA20120126128 24,1137.50,REDACTED PERSONAL DATA,553375,Unclassified Non Trade,Unclassified Non Trade
CONTRACT,6210,RENTS,2012-01-26,3195459,MPA20120126128 34,1183.00,BRAD TATE,518499,Unclassified Trade,LETTING AGENTS
CONTRACT,6210,RENTS,2012-01-26,3195460,MPA20120126128 35,650.00,PROPERTY PARTNERS,535657,Financial Services,PROPERTY INVESTMENTS
CONTRACT,6210,RENTS,2012-01-26,3195461,MPA20120126128 36,650.00,PROPERTY PARTNERS,535657,Financial Services,PROPERTY INVESTMENTS
CONTRACT,6210,RENTS,2012-01-26,3195462,MPA20120126128 37,975.00,IMRAN RAFIQUE,519863,Unclassified Trade,LETTING AGENTS
CONTRACT,6210,RENTS,2012-01-26,3195464,MPA20120126128 39,650.00,CAPITAL PROPERTIES,478220,Unclassified Trade,LETTING AGENTS
CONTRACT,6210,RENTS,2012-01-26,3195465,MPA20120126128 4,650.00,STEPHEN GEARY,511645,Unclassified Trade,PROPERTY & ESTATE MANAGEMENT
CONTRACT,6210,RENTS,2012-01-26,3195466,MPA20120126128 40,812.50,MR T JEFFCOATE,516245,Unclassified Trade,LETTING AGENTS
CONTRACT,6210,RENTS,2012-01-26,3195467,MPA20120126128 41,650.00,IMRAN RAFIQUE,519863,Unclassified Trade,LETTING AGENTS
ERF GATEWAY PROGRAMME,6210,RENTS,2012-01-26,3195469,MPA20120126128 43,686.61,CAPITAL PROPERTIES,478220,Unclassified Trade,LETTING AGENTS
CONTRACT,6210,RENTS,2012-01-26,3195474,MPA20120126128 48,650.00,CAPITAL PROPERTIES,478220,Unclassified Trade,LETTING AGENTS
CONTRACT,6210,RENTS,2012-01-26,3195475,MPA20120126128 49,1137.50,M S GHAZI,513558,Unclassified Trade,PROPERTY & ESTATE MANAGEMENT
CONTRACT,6210,RENTS,2012-01-26,3195476,MPA20120126128 5,650.00,STEPHEN GEARY,511645,Unclassified Trade,PROPERTY & ESTATE MANAGEMENT
CONTRACT,6210,RENTS,2012-01-26,3195480,MPA20120126128 53,975.00,J A & A L LAWRENCE,511472,Unclassified Trade,LETTING AGENTS
CONTRACT,6210,RENTS,2012-01-26,3195481,MPA20120126128 54,812.50,J A & A L LAWRENCE,511472,Unclassified Trade,LETTING AGENTS
CONTRACT,6210,RENTS,2012-01-26,3195482,MPA20120126128 55,875.00,EXCELL LETTINGS & MANAGEMENT LTD,547611,Unclassified Trade,LETTING AGENTS
CONTRACT,6210,RENTS,2012-01-26,3195483,MPA20120126128 56,650.00,CAPITAL PROPERTIES,478220,Unclassified Trade,LETTING AGENTS
CONTRACT,6210,RENTS,2012-01-26,3195484,MPA20120126128 57,585.00,EXCELL LETTINGS & MANAGEMENT LTD,547611,Unclassified Trade,LETTING AGENTS
CONTRACT,6210,RENTS,2012-01-26,3195486,MPA20120126128 59,812.50,KULJIT MALHI,547154,Unclassified Trade,LETTING AGENTS
CONTRACT,6210,RENTS,2012-01-26,3195487,MPA20120126128 6,650.00,STEPHEN GEARY,511645,Unclassified Trade,PROPERTY & ESTATE MANAGEMENT
CONTRACT,6210,RENTS,2012-01-26,3195488,MPA20120126128 60,812.50,KULJIT MALHI,547154,Unclassified Trade,LETTING AGENTS
CONTRACT,6210,RENTS,2012-01-26,3195489,MPA20120126128 61,525.00,GLORIA GIBSON,519807,Unclassified Trade,LETTING AGENTS
CONTRACT,6210,RENTS,2012-01-26,3195490,MPA20120126128 62,1137.50,BURGIN PROPERTIES,519809,Unclassified Trade,LETTING AGENTS
ERF GATEWAY PROGRAMME,6210,RENTS,2012-01-26,3195491,MPA20120126128 63,519.19,TAPTON ESTATES PROPERTIES LTD,449360,Unclassified Trade,PROPERTY & ESTATE MANAGEMENT
ERF GATEWAY PROGRAMME,6210,RENTS,2012-01-26,3195492,MPA20120126128 64,519.19,TAPTON ESTATES PROPERTIES LTD,449360,Unclassified Trade,PROPERTY & ESTATE MANAGEMENT
CONTRACT,6210,RENTS,2012-01-26,3195493,MPA20120126128 65,975.00,KULJIT MALHI,547154,Unclassified Trade,LETTING AGENTS
CONTRACT,6210,RENTS,2012-01-26,3195494,MPA20120126128 66,585.00,EXCELL LETTINGS & MANAGEMENT LTD,547611,Unclassified Trade,LETTING AGENTS
CONTRACT,6210,RENTS,2012-01-26,3195498,MPA20120126128 7,650.00,CAPITAL PROPERTIES,478220,Unclassified Trade,LETTING AGENTS
CONTRACT,6210,RENTS,2012-01-26,3195501,MPA20120126128 72,800.00,CAPITAL PROPERTIES,478220,Unclassified Trade,LETTING AGENTS
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2012-01-26,3194779,J440147 080112,1396.00,GATEFORD HILL,368326,Social Community Care,NURSING HOMES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2012-01-26,3194780,J445535 050212,5796.00,SHIREBROOK FIELDS,362105,Social Community Care,NURSING HOMES
PDSI PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2012-01-26,3194780,J445535 050212,3366.00,SHIREBROOK FIELDS,362105,Social Community Care,NURSING HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2012-01-26,3194780,J445535 050212,68751.48,SHIREBROOK FIELDS,362105,Social Community Care,NURSING HOMES
PURCHASING LEARNING DISABILITI,9210,CONTINUING NURSING CARE,2012-01-26,3194780,J445535 050212,26914.32,SHIREBROOK FIELDS,362105,Social Community Care,NURSING HOMES
PURCHASING LEARNING DISABILITI,9220,CONTINUING BLOCK BOOKED,2012-01-26,3194780,J445535 050212,10045.56,SHIREBROOK FIELDS,362105,Social Community Care,NURSING HOMES
PURCHASING LEARNING DISABILITI,9210,CONTINUING NURSING CARE,2012-01-26,3194782,J445590 050212,1985.92,HILL HOUSE NURSING HOME,362029,Social Community Care,NURSING HOMES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2012-01-26,3194783,J445598 050212,1531.56,RIVERDALE CARE HOME,361939,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9210,CONTINUING NURSING CARE,2012-01-26,3194785,J445761 050212,4158.00,SHIREBROOK PLACE,539407,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2012-01-26,3194786,J451443 050212,10008.00,PRIOR BANK HOUSE,361772,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9210,CONTINUING NURSING CARE,2012-01-26,3194787,J451444 050212,7017.86,RICHMOND HEIGHTS N/H,361933,Social Community Care,NURSING HOMES
PURCHASING ELDERLY,9200,SHORT TERM RESIDENTIAL CARE,2012-01-26,3194788,J451426 080112,1643.00,WHITE ROSE COURT RES HOME,361964,Social Community Care,RESIDENTIAL CARE HOMES
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3195947,100069 20120126 34141,1181.29,REDACTED PERSONAL DATA,333449,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3195951,149394 20120126 34141,1317.43,REDACTED PERSONAL DATA,453957,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3195952,149405 20120126 34141,1324.00,REDACTED PERSONAL DATA,408920,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3195956,151365 20120126 34141,796.00,REDACTED PERSONAL DATA,442473,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3195959,103638 20120126 34141,506.00,REDACTED PERSONAL DATA,333706,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3195961,156226 20120126 34141,830.00,REDACTED PERSONAL DATA,549255,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3195972,16180 20120126 34141,996.00,REDACTED PERSONAL DATA,333718,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3195973,161854 20120126 34141,1782.00,REDACTED PERSONAL DATA,502396,Social Community Care,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2012-01-27,3195984,162849 20120126 34141,616.46,REDACTED PERSONAL DATA,383481,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3195996,167097 20120126 34141,996.00,REDACTED PERSONAL DATA,424791,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3195997,168513 20120126 34141,814.00,REDACTED PERSONAL DATA,546743,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3195999,16889 20120126 34141,628.00,REDACTED PERSONAL DATA,368064,Social Community Care,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2012-01-27,3196020,179524 20120126 34141,615.30,REDACTED PERSONAL DATA,338804,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196022,179693 20120126 34141,1684.00,REDACTED PERSONAL DATA,521983,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196034,18403 20120126 34141,598.00,REDACTED PERSONAL DATA,333624,Social Community Care,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2012-01-27,3196036,184267 20120126 34141,513.96,REDACTED PERSONAL DATA,455207,Social Community Care,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2012-01-27,3196039,184782 20120126 34141,615.30,REDACTED PERSONAL DATA,373269,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196049,187984 20120126 34141,740.00,REDACTED PERSONAL DATA,467299,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196051,188969 20120126 34141,622.00,REDACTED PERSONAL DATA,467300,Social Community Care,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2012-01-27,3196056,191065 20120126 34141,592.52,REDACTED PERSONAL DATA,444008,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196059,100191 20120126 34141,996.00,REDACTED PERSONAL DATA,332848,Social Community Care,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2012-01-27,3196061,191801 20120126 34141,1439.20,REDACTED PERSONAL DATA,492572,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196062,191832 20120126 34141,996.00,REDACTED PERSONAL DATA,473384,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196064,19266 20120126 34141,776.00,REDACTED PERSONAL DATA,332852,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196065,193350 20120126 34141,1930.14,REDACTED PERSONAL DATA,471003,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196074,194407 20120126 34141,576.00,REDACTED PERSONAL DATA,502500,Social Community Care,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2012-01-27,3196080,195074 20120126 34141,662.98,REDACTED PERSONAL DATA,333341,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196084,195731 20120126 34141,996.00,REDACTED PERSONAL DATA,509843,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196086,19623 20120126 34141,1812.72,REDACTED PERSONAL DATA,333147,Social Community Care,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2012-01-27,3196086,19623 20120126 34141,577.96,REDACTED PERSONAL DATA,333147,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196088,196541 20120126 34141,539.34,REDACTED PERSONAL DATA,515242,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196091,197337 20120126 34141,660.00,REDACTED PERSONAL DATA,483157,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196094,110839 20120126 34141,790.00,REDACTED PERSONAL DATA,537589,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196104,204113 20120126 34141,598.00,REDACTED PERSONAL DATA,479993,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196108,206213 20120126 34141,598.00,REDACTED PERSONAL DATA,502739,Social Community Care,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2012-01-27,3196111,207629 20120126 34141,1607.60,REDACTED PERSONAL DATA,487226,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196114,20809 20120126 34141,703.41,REDACTED PERSONAL DATA,333830,Social Community Care,ADOPTION & FOSTERING
CARELEAVER IN HOUSE FOSTERING,9270,IN-HOUSE FOSTERING,2012-01-27,3196117,111778 20120126 34141,780.50,REDACTED PERSONAL DATA,545879,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196118,208267 20120126 34141,622.00,REDACTED PERSONAL DATA,485929,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196120,208906 20120126 34141,598.00,REDACTED PERSONAL DATA,502527,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196122,21036 20120126 34141,1020.00,REDACTED PERSONAL DATA,380258,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196123,210431 20120126 34141,1121.65,REDACTED PERSONAL DATA,502737,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196124,210508 20120126 34141,1052.86,REDACTED PERSONAL DATA,493410,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196128,111911 20120126 34141,1708.00,REDACTED PERSONAL DATA,338765,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196130,21312 20120126 34141,766.00,REDACTED PERSONAL DATA,333655,Social Community Care,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2012-01-27,3196131,213411 20120126 34141,819.96,REDACTED PERSONAL DATA,502164,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196134,21439 20120126 34141,598.00,REDACTED PERSONAL DATA,338747,Social Community Care,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2012-01-27,3196139,11214 20120126 34141,568.78,REDACTED PERSONAL DATA,328124,Social Community Care,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2012-01-27,3196140,215348 20120126 34141,522.26,REDACTED PERSONAL DATA,477472,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196161,113481 20120126 34141,1000.00,REDACTED PERSONAL DATA,333743,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196172,10113 20120126 34141,1292.00,REDACTED PERSONAL DATA,371949,Social Community Care,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2012-01-27,3196180,217984 20120126 34141,574.10,REDACTED PERSONAL DATA,466697,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196195,11584 20120126 34141,918.14,REDACTED PERSONAL DATA,338799,Social Community Care,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2012-01-27,3196200,218299 20120126 34141,629.10,REDACTED PERSONAL DATA,425879,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196212,220574 20120126 34141,784.00,REDACTED PERSONAL DATA,562547,Unclassified Non Trade,Unclassified Non Trade
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196218,118120 20120126 34141,1006.00,REDACTED PERSONAL DATA,333453,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196228,224962 20120126 34141,996.00,REDACTED PERSONAL DATA,505290,Social Community Care,ADOPTION & FOSTERING
CARELEAVER IN HOUSE FOSTERING,9270,IN-HOUSE FOSTERING,2012-01-27,3196233,227467 20120126 34141,780.50,REDACTED PERSONAL DATA,558407,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196238,23 20120126 34141,996.00,REDACTED PERSONAL DATA,333139,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196243,232766 20120126 34141,825.43,REDACTED PERSONAL DATA,518348,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196244,233078 20120126 34141,1082.00,REDACTED PERSONAL DATA,520205,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196246,234568 20120126 34141,1267.36,REDACTED PERSONAL DATA,530876,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196250,23882 20120126 34141,598.00,REDACTED PERSONAL DATA,333142,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196256,24220 20120126 34141,996.00,REDACTED PERSONAL DATA,333435,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196257,243392 20120126 34141,910.71,REDACTED PERSONAL DATA,521458,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196264,248781 20120126 34141,598.00,REDACTED PERSONAL DATA,527968,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196266,249843 20120126 34141,1764.00,REDACTED PERSONAL DATA,558236,Unclassified Non Trade,Unclassified Non Trade
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196268,250606 20120126 34141,516.43,REDACTED PERSONAL DATA,544195,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196276,26212 20120126 34141,1740.00,REDACTED PERSONAL DATA,333838,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196279,26488 20120126 34141,598.00,REDACTED PERSONAL DATA,333094,Social Community Care,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2012-01-27,3196281,267388 20120126 34141,582.58,REDACTED PERSONAL DATA,526295,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196287,270182 20120126 34141,646.47,REDACTED PERSONAL DATA,536491,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196288,271426 20120126 34141,996.00,REDACTED PERSONAL DATA,527967,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196297,280294 20120126 34141,622.00,REDACTED PERSONAL DATA,534615,Social Community Care,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2012-01-27,3196300,284355 20120126 34141,2439.90,REDACTED PERSONAL DATA,515224,Social Community Care,ADOPTION & FOSTERING
ADOPTION SERVICE,9270,ADOPTION ALLOWANCES,2012-01-27,3196308,29473 20120126 34141,715.50,REDACTED PERSONAL DATA,557434,Unclassified Non Trade,Unclassified Non Trade
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196311,295330 20120126 34141,614.29,REDACTED PERSONAL DATA,539221,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196313,295830 20120126 34141,760.00,REDACTED PERSONAL DATA,539977,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196318,121470 20120126 34141,996.00,REDACTED PERSONAL DATA,453239,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196323,300505 20120126 34141,821.00,REDACTED PERSONAL DATA,542947,Social Community Care,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2012-01-27,3196330,301894 20120126 34141,568.78,REDACTED PERSONAL DATA,532329,Social Community Care,Home Care Services
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196345,316839 20120126 34141,790.00,REDACTED PERSONAL DATA,547793,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196348,31985 20120126 34141,758.86,REDACTED PERSONAL DATA,379040,Social Community Care,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2012-01-27,3196351,122743 20120126 34141,1888.00,REDACTED PERSONAL DATA,502731,Social Community Care,ADOPTION & FOSTERING
