Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No.,Invoice No.,Invoiced Value,Supplier Name,Address Book No.,Proclass Details Level 1,Thomson Classification Description
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2014-07-29,3683686,J943917 170814,16360.00,HOLMWOOD CARE HOME,331238,,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683687,J943918 170814,15939.86,COUNTRY COURT CARE HOMES LTD,361753,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2014-07-29,3683687,J943918 170814,39628.00,COUNTRY COURT CARE HOMES LTD,361753,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683688,J943919 170814,57580.00,ROSEBERRY CARE CENTRES GB LTD,362099,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683688,J943919 170814,2540.00,ROSEBERRY CARE CENTRES GB LTD,362099,,RESIDENTIAL CARE HOMES
PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683688,J943919 170814,3143.32,ROSEBERRY CARE CENTRES GB LTD,362099,,RESIDENTIAL CARE HOMES
PURCHASING,9210,CONTINUING NURSING CARE,2014-07-29,3683688,J943919 170814,8361.92,ROSEBERRY CARE CENTRES GB LTD,362099,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2014-07-29,3683688,J943919 170814,59950.48,ROSEBERRY CARE CENTRES GB LTD,362099,,RESIDENTIAL CARE HOMES
PDSI PURCHASING,9210,CONTINUING NURSING CARE,2014-07-29,3683688,J943919 170814,16469.96,ROSEBERRY CARE CENTRES GB LTD,362099,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683690,J943920 170814,20919.00,ROSEBERRY CARE CENTRES GB LTD,361904,,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2014-07-29,3683690,J943920 170814,17248.00,ROSEBERRY CARE CENTRES GB LTD,361904,,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683691,J943921 170814,7388.00,ROSEBERRY CARE CENTRES GB LTD,361953,,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2014-07-29,3683691,J943921 170814,12784.00,ROSEBERRY CARE CENTRES GB LTD,361953,,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683692,J943922 170814,2048.00,SLOE HILL RESIDENTIAL HOME,362106,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683693,J943923 170814,19404.00,NORTH HILL RESIDENTIAL HOME,362254,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2014-07-29,3683694,J943925 170814,3344.00,CRAEGMOOR WILLOWS CHESTERFIELD PRIORY,361890,,NURSING HOMES
PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683695,J943926 170814,2899.56,WESTFIELD HOUSE,362081,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683696,J943927 170814,3100.08,SHEFFIELD CHESHIRE HOME,361768,,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2014-07-29,3683696,J943927 170814,16087.44,SHEFFIELD CHESHIRE HOME,361768,,NURSING HOMES
PDSI PURCHASING,9210,CONTINUING NURSING CARE,2014-07-29,3683696,J943927 170814,19962.76,SHEFFIELD CHESHIRE HOME,361768,,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683697,J943928 170814,2852.00,WESTBOURNE HOUSE,361791,,NURSING HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683697,J943928 170814,2824.00,WESTBOURNE HOUSE,361791,,NURSING HOMES
PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683697,J943928 170814,6333.80,WESTBOURNE HOUSE,361791,,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2014-07-29,3683698,J943930 170814,9752.00,SEVENHILLS NURSING,362104,,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683699,J943931 170814,8976.00,CAIRN HOME,368330,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683700,J943933 170814,33085.00,HEELEY BANK CARE HOME,362923,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2014-07-29,3683700,J943933 170814,32288.00,HEELEY BANK CARE HOME,362923,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683701,J943934 170814,1740.00,BROOKLANDS,368344,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683702,J943937 170814,7979.16,LITTLE ARCHES RESIDENTIAL HOME,361869,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683703,J943938 170814,4508.00,BLENHEIM COURT,368328,,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2014-07-29,3683703,J943938 170814,28207.86,BLENHEIM COURT,368328,,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683704,J943939 170814,11648.00,ROSEBERRY CARE CENTRES GB LTD,368334,,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2014-07-29,3683704,J943939 170814,26372.14,ROSEBERRY CARE CENTRES GB LTD,368334,,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683705,J943940 170814,1564.00,CLUMBER COURT CARE HOME,368325,,RESIDENTIAL CARE HOMES
PDSI PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683706,J943942 170814,1537.16,BROOKVIEW NURSING HOME,368323,,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683706,J943942 170814,4782.92,BROOKVIEW NURSING HOME,368323,,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2014-07-29,3683706,J943942 170814,1864.52,BROOKVIEW NURSING HOME,368323,,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683707,J943951 170814,1675.60,WATER ROYD HOUSE,383521,,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683708,J943961 170814,1548.00,HIGHGROVE CARE HOME,397555,,RESIDENTIAL CARE HOMES
PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683709,J943962 170814,3768.80,FAIRWINDS,397558,,RESIDENTIAL CARE HOMES
PURCHASING,9210,CONTINUING NURSING CARE,2014-07-29,3683709,J943962 170814,4921.56,FAIRWINDS,397558,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683710,J943963 170814,5212.36,SHAFTESBURY HOUSE,403791,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,4260,NURSING COSTS RECOVERED,2014-07-29,3683711,J943964 170814,309.35,GUINNESS NORTHERN COUNTIES,409173,,NURSING HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683711,J943964 170814,3999.12,GUINNESS NORTHERN COUNTIES,409173,,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2014-07-29,3683711,J943964 170814,2768.92,GUINNESS NORTHERN COUNTIES,409173,,NURSING HOMES
PURCHASING LEARNING DISABILITI,9210,CONTINUING NURSING CARE,2014-07-29,3683711,J943964 170814,2527.19,GUINNESS NORTHERN COUNTIES,409173,,NURSING HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683712,J943965 170814,12870.36,ROSEBERRY CARE CENTRES UK LTD,412186,,RESIDENTIAL CARE HOMES
PURCHASING,9210,CONTINUING NURSING CARE,2014-07-29,3683713,J943972 170814,4472.84,BARCHESTER HEALTHCARE,424741,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2014-07-29,3683714,J943973 170814,1995.60,ROBINSON HOUSE,430743,,NURSING HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683715,J943974 170814,6184.84,PRIORY LODGE,430728,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683716,J943975 170814,1580.00,BRAILSFORD HOUSE RESIDENTIAL HOME,430727,,RESIDENTIAL CARE HOMES
PURCHASING,9210,CONTINUING NURSING CARE,2014-07-29,3683717,J943976 170814,4617.92,REDACTED PERSONAL DATA,433430,,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683718,J943977 170814,29168.00,NORTON LEES HALL/LODGE,433750,,SCHOOLS - LOCAL AUTHORITY
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683719,J943978 170814,26336.00,NORTON LEES HALL/LODGE,433750,,SCHOOLS - LOCAL AUTHORITY
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683720,J943979 170814,7376.84,SENSE NORTH,437084,,CHARITIES & VOLUNTARY ORGANISA
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2014-07-29,3683721,J943982 170814,7384.52,DEARNEVALE,444825,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683722,J943984 170814,1499.16,LISTER AVENUE PROJECT,368348,,"HOUSING ASSOCIATIONS, SOCIETIE"
PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683722,J943984 170814,34093.36,LISTER AVENUE PROJECT,368348,,"HOUSING ASSOCIATIONS, SOCIETIE"
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683723,J943985 170814,18098.68,VOYAGE LIMITED,446985,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683724,J943986 170814,7907.60,UNITED HEALTH LTD C/O WOODVIEW CARE HOME,456477,,NURSING HOMES
PURCHASING LEARNING DISABILITI,9210,CONTINUING NURSING CARE,2014-07-29,3683724,J943986 170814,5550.56,UNITED HEALTH LTD C/O WOODVIEW CARE HOME,456477,,NURSING HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683725,J943987 170814,6475.04,VALEO LIMITED,436642,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683726,J943988 170814,1640.00,YOLANTA HOUSE RESIDENTIAL HOME,461087,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683727,J943989 170814,7409.88,GRETTON HOUSE,461869,,NURSING HOMES
PDSI PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683728,J943990 170814,3636.72,DISABILITY ACTION YORKSHIRE,463335,,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683729,J943992 170814,3571.24,HOLLY HOUSE,464393,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683730,J943994 170814,7732.56,THE GLADES HEALTH CARE LTD,475753,,NURSING HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683731,J943998 170814,13745.16,JANE HOUSE  LTD,492184,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683732,J944003 170814,48083.92,LONGLEY HALL LTD,501697,,DISABILITY & SPECIAL NEEDS - S
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683733,J944005 170814,1619.08,GOLDENLY,508457,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683734,J944006 170814,2883.04,THE CORNER HOUSE RESIDENTIAL HOME,509711,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683735,J944007 170814,1628.00,MALLARD COURT CARE HOME,511603,,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683736,J944008 170814,1580.00,PILLING CARE HOME,513118,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683737,J944009 170814,1548.00,EMYVALE HOUSE,517628,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683738,J944010 170814,1616.80,TRUST CARE LTD,519365,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683739,J944011 170814,58476.00,IDEAL CARE HOMES,524235,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683740,J944012 170814,4616.44,THE MEWS,525602,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683741,J944013 170814,7616.20,TUNHILL HOUSE (VALEO LTD),525520,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683742,J944016 170814,6616.88,THE LODGE LTD (VALEO LTD),543663,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683743,J944017 170814,3571.40,MOORVIEW HOUSE,546067,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683744,J944019 170814,2300.00,ICON CARE LTD T/A CHAMWOOD,550309,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683744,J944019 170814,8250.72,ICON CARE LTD T/A CHAMWOOD,550309,,RESIDENTIAL CARE HOMES
PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683744,J944019 170814,2951.60,ICON CARE LTD T/A CHAMWOOD,550309,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683745,J944020 170814,17068.00,WOOD HILL GRANGE CARE HOME,552397,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2014-07-29,3683745,J944020 170814,24138.39,WOOD HILL GRANGE CARE HOME,552397,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2014-07-29,3683746,J944023 170814,1564.00,THE POPLARS NURSING HOME,553979,,NURSING HOMES
PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683747,J944024 170814,3968.20,BALBY (HEATHCOTES),552815,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683747,J944024 170814,8152.88,BALBY (HEATHCOTES),552815,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683748,J944025 170814,1604.00,MILLFIELD,557481,,NURSING HOMES
PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683749,J944027 170814,1660.36,KINGSBURY HOUSE LTD,559159,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683750,J944029 170814,16864.40,THE MANSE T/AS KINGFIELD CARE HOME,559873,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2014-07-29,3683751,J944030 170814,1849.88,CARIAD CARE HOMES LIMITED,561601,,NURSING HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683752,J944031 170814,5400.00,ROTHERHAM HEALTHCARE LTD,562485,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2014-07-29,3683752,J944031 170814,9875.96,ROTHERHAM HEALTHCARE LTD,562485,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683753,J944033 170814,1548.00,WHITE GABLES CARE HOME,563260,,RESIDENTIAL CARE HOMES
PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683754,J944034 170814,6185.64,WESTFIELD MEWS -,563592,,RESIDENTIAL CARE HOMES
PURCHASING,9210,CONTINUING NURSING CARE,2014-07-29,3683755,J944035 170814,5373.36,PRECEPTORY LODGE,565226,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683756,J944036 170814,27784.00,HERRIES LODGE CARE HOME,566537,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683757,J944037 170814,1673.40,BUPA CARE SERVICES,568893,,RESIDENTIAL CARE HOMES
PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683759,J944038 170814,5431.80,MOORVILLE RESIDENTIAL,569422,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683760,J944040 170814,6400.00,CARLTON HOUSE RESIDENTIAL CARE,570047,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683761,J944041 170814,8396.00,HEATHCOTES LD LLP,571496,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683762,J944042 170814,11868.00,BUCKINGHAM CARE HOME,573989,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,4260,RESIDENTIAL COSTS RECOVERED,2014-07-29,3683763,J948585 170814,500.96,BALMORAL NURSING HOME,361851,,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683763,J948585 170814,6225.04,BALMORAL NURSING HOME,361851,,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683764,J871067 270414,1619.08,GOLDENLY,508457,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683765,J887533 250514,1619.08,GOLDENLY,508457,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683766,J888435 220614,5350.12,UNITED RESPONSE(GATESHEAD),362032,,CHARITIES & VOLUNTARY ORGANISA
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683767,J888588 220614,1619.08,GOLDENLY,508457,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683768,J907527 220614,1580.00,WARREN PARK (CHAPELTOWN) LIMITED,362253,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,4260,RESIDENTIAL COSTS RECOVERED,2014-07-29,3683769,J917880 220614,470.44,IDEAL CARE HOMES,524235,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2014-07-29,3683769,J917880 220614,798.00,IDEAL CARE HOMES,524235,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683770,J924411 200714,5350.12,UNITED RESPONSE(GATESHEAD),362032,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9210,CONTINUING NURSING CARE,2014-07-29,3683771,J924445 200714,2002.80,"UNITED HEALTH LTD, HILL HOUSE CARE HOME",362029,,NURSING HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683772,J924468 200714,9855.52,THE ADSETTS PARTNERSHIP C/O AUTISM PLUS,330606,,CHARITIES & VOLUNTARY ORGANISA
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683773,J924564 200714,1619.08,GOLDENLY,508457,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2014-07-29,3683774,J924598 200714,4472.00,MGB CARE SERVICES LTD,573894,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,4260,RESIDENTIAL COSTS RECOVERED,2014-07-29,3683775,J929861 200714,479.10,CRAGSIDE HOUSE (VALEO LTD),361926,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,4260,NURSING COSTS RECOVERED,2014-07-29,3683776,J929862 200714,256.65,CRAEGMOOR WILLOWS CHESTERFIELD PRIORY,361890,,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,4260,RESIDENTIAL COSTS RECOVERED,2014-07-29,3683777,J930687 200714,587.42,HARTWELL HOUSE,361785,,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,4260,RESIDENTIAL COSTS RECOVERED,2014-07-29,3683779,J930912 200714,919.84,HERRIES LODGE CARE HOME,566537,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,4260,RESIDENTIAL COSTS RECOVERED,2014-07-29,3683781,J936401 200714,271.14,AARON HOUSE,361752,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,4260,RESIDENTIAL COSTS RECOVERED,2014-07-29,3683782,J939065 200714,660.50,JASMIN COURT NURSING HOME,361764,,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2014-07-29,3683785,J939687 220614,460.00,BROOKVIEW NURSING HOME,368323,,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2014-07-29,3683786,J943664 200714,570.00,ROSEBERRY CARE CENTRES (YORKSHIRE) LTD,580595,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2014-07-29,3683787,J943665 200714,1412.00,ASH HOUSE RESIDENTIAL HOME,361901,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9210,SHORT TERM NURSING CARE,2014-07-29,3683788,J943675 200714,1588.00,ALEXANDER COURT CARE HOME,361889,,RESIDENTIAL CARE HOMES
DRUG & ALCOHOL MH -PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2014-07-29,3683791,J943680 200714,3840.00,ARK HOUSE REHAB LTD,383520,,RESIDENTIAL CARE HOMES
SCC BALANCE SHEET,1540,PUBLIC SAFETY CONTROL ACCOUNT,2014-07-30,3683072,83954,700.00,HAGUE PLANT LTD,205330,,PLANT & MACHINERY HIRE & LEASI
SCC BALANCE SHEET,1540,PUBLIC SAFETY CONTROL ACCOUNT,2014-07-30,3683073,83914,720.00,HAGUE PLANT LTD,205330,,PLANT & MACHINERY HIRE & LEASI
LICENSING,8270,SUBSCRIPTIONS,2014-07-30,3684361,ERS INVOICE104278,399.00,HPI LTD,340484,,VEHICLE INSPECTION SERVICES
MINOR WORK GRANTS,1165,NC&A OTHER,2014-07-30,3684362,ERS INVOICE104279,1931.00,CHAPELTOWN GLASS WINDOW & FACIA COMPANY,427494,,DOUBLE GLAZING INSTALLERS
MINOR WORK GRANTS,1165,NC&A OTHER,2014-07-30,3684363,ERS INVOICE104280,1572.00,WESTWOOD JOINERY & CONSTRUCTION LTD,558811,,CONSTRUCTION CONTRACTORS - GEN
NORTH,9120,OTHER AGENCIES,2014-07-30,3684367,ERS INVOICE104284,693.35,SHEFFIELD FUTURES,322702,,COUNSELLING & ADVICE SERVICES
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2014-07-30,3684368,ERS INVOICE104285,691.72,REDACTED PERSONAL DATA,333048,,ADOPTION & FOSTERING
ADULT SOCIAL CARE PURCHASING,8470,LEGAL FEES,2014-07-30,3684369,ERS INVOICE104288,400.00,COURT OF PROTECTION,491870,,COURTS
CORONIAL SERVICES,8440,WITNESS FEES,2014-07-30,3684373,ERS INVOICE104292,262.40,REDACTED PERSONAL DATA,598285,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
CORONIAL SERVICES,8440,PATHOLOGIST INVOICE,2014-07-30,3684374,ERS INVOICE104293,416.90,REDACTED PERSONAL DATA,554404,,DOCTORS
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2014-07-30,3684380,ERS INVOICE104300,445.00,REDACTED PERSONAL DATA,434175,,ADOPTION & FOSTERING
FOSTERING DEVELOPMENT,8010,EQUIPMENT PURCHASE AND REPAIR,2014-07-30,3684381,ERS INVOICE104301,750.00,REDACTED PERSONAL DATA,541081,,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2014-07-30,3684385,ERS INVOICE104305,906.42,REDACTED PERSONAL DATA,595588,,ADOPTION & FOSTERING
CALDERDALE RF FUNDS HAL,1103,GOVERNMENT GRANTS,2014-07-30,3684424,ERS INVOICE104309,12798.73,CALDERDALE MBC,460421,,LOCAL GOVERNMENT
VSP DELIVER,9120,OTHER AGENCIES,2014-07-30,3684425,ERS INVOICE104310,1905.00,DIMENSIONS TRAINING SOLUTIONS,433070,,HAIRDRESSING SCHOOLS
VSP DELIVER,9120,OTHER AGENCIES,2014-07-30,3684426,ERS INVOICE104313,1793.88,DONCASTER ROTH & DIST (MOTOR TRADES)GTA,204434,,TRAINING CENTRES
