Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No.,Invoice No.,Invoiced Value,Supplier Name,Address Book No.,Proclass Details Level 1,Thomson Classification Description
RGF 4,8440,FEE EXPENSES,2014-10-30,3727412,ERS INVOICE108004,1760.71,SOLARMASS LTD,598318,,SOLAR ENERGY EQUIPMENT - SUPPL
CLAIMS,8740,PUBLIC LIABILITY,2014-10-30,3727413,ERS INVOICE108005,833.34,ACCIDENT SOLICITORS DIRECT (BUSINESS ACC,299480,,SOLICITORS
NORTH EAST,8180,GRANTS,2014-10-30,3727414,ERS INVOICE108006,1100.00,BRUSHES TARA,302450,,COMMUNITY PROJECTS
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727415,ERS INVOICE108007,400.00,REDACTED PERSONAL DATA,585892,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727416,ERS INVOICE108008,400.00,REDACTED PERSONAL DATA,586122,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727417,ERS INVOICE108009,400.00,REDACTED PERSONAL DATA,586152,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727418,ERS INVOICE108010,400.00,REDACTED PERSONAL DATA,555319,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
ESTATE & ENVIORMENTAL SERVICES,6090,TIPPING COSTS,2014-10-30,3726288,69147,2592.56,R FLETCHER WASTE DISPOSAL LTD,473104,,WASTE DISPOSAL SERVICES
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727419,ERS INVOICE108011,400.00,REDACTED PERSONAL DATA,540141,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727420,ERS INVOICE108012,400.00,REDACTED PERSONAL DATA,535535,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727421,ERS INVOICE108013,400.00,REDACTED PERSONAL DATA,556924,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727422,ERS INVOICE108014,400.00,REDACTED PERSONAL DATA,537668,,ADOPTION & FOSTERING
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727423,ERS INVOICE108015,400.00,REDACTED PERSONAL DATA,557143,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727424,ERS INVOICE108016,400.00,REDACTED PERSONAL DATA,555310,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727425,ERS INVOICE108017,400.00,REDACTED PERSONAL DATA,585457,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727426,ERS INVOICE108018,400.00,REDACTED PERSONAL DATA,587950,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727427,ERS INVOICE108019,400.00,REDACTED PERSONAL DATA,531058,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727428,ERS INVOICE108020,400.00,REDACTED PERSONAL DATA,532159,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727429,ERS INVOICE108021,400.00,REDACTED PERSONAL DATA,536971,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727430,ERS INVOICE108022,400.00,REDACTED PERSONAL DATA,556172,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727431,ERS INVOICE108023,400.00,REDACTED PERSONAL DATA,541115,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727432,ERS INVOICE108024,400.00,REDACTED PERSONAL DATA,535315,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727433,ERS INVOICE108025,400.00,REDACTED PERSONAL DATA,532764,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727434,ERS INVOICE108026,400.00,REDACTED PERSONAL DATA,538432,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727435,ERS INVOICE108027,400.00,REDACTED PERSONAL DATA,571951,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727436,ERS INVOICE108028,400.00,REDACTED PERSONAL DATA,587780,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727437,ERS INVOICE108029,400.00,REDACTED PERSONAL DATA,546081,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727438,ERS INVOICE108030,400.00,REDACTED PERSONAL DATA,540134,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727439,ERS INVOICE108031,370.80,REDACTED PERSONAL DATA,590633,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727440,ERS INVOICE108032,400.00,REDACTED PERSONAL DATA,571946,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727441,ERS INVOICE108033,400.00,REDACTED PERSONAL DATA,562617,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727442,ERS INVOICE108034,400.00,REDACTED PERSONAL DATA,539197,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727443,ERS INVOICE108035,400.00,REDACTED PERSONAL DATA,559229,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727444,ERS INVOICE108036,400.00,REDACTED PERSONAL DATA,555238,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727445,ERS INVOICE108037,400.00,REDACTED PERSONAL DATA,538872,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727446,ERS INVOICE108038,400.00,REDACTED PERSONAL DATA,570373,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727447,ERS INVOICE108039,400.00,REDACTED PERSONAL DATA,586107,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727448,ERS INVOICE108040,400.00,REDACTED PERSONAL DATA,534237,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727449,ERS INVOICE108041,400.00,REDACTED PERSONAL DATA,585900,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727450,ERS INVOICE108042,400.00,REDACTED PERSONAL DATA,572312,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727451,ERS INVOICE108043,400.00,REDACTED PERSONAL DATA,585515,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727452,ERS INVOICE108044,400.00,REDACTED PERSONAL DATA,587749,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727453,ERS INVOICE108045,400.00,REDACTED PERSONAL DATA,572797,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727454,ERS INVOICE108046,400.00,REDACTED PERSONAL DATA,558700,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727455,ERS INVOICE108047,400.00,REDACTED PERSONAL DATA,557349,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727456,ERS INVOICE108048,400.00,REDACTED PERSONAL DATA,554976,,ADOPTION & FOSTERING
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727457,ERS INVOICE108049,400.00,REDACTED PERSONAL DATA,555374,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727458,ERS INVOICE108050,400.00,REDACTED PERSONAL DATA,571141,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2014-10-30,3727459,ERS INVOICE108051,400.00,REDACTED PERSONAL DATA,575911,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
EAST,8180,GRANTS,2014-10-30,3727464,ERS INVOICE108056,1000.00,MESH COMMUNITY COHESION SERVICES,476539,,CHARITIES & VOLUNTARY ORGANISA
EAST,8180,GRANTS,2014-10-30,3727465,ERS INVOICE108057,576.00,FRIENDS OF HIGH HAZELS PARK,410389,,CHARITIES & VOLUNTARY ORGANISA
SOUTH EAST,8180,GRANTS,2014-10-30,3727466,ERS INVOICE108058,621.00,WESTFIELD DISABLED SWIMMING GROUP,616716,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
RGF 4,8440,FEE EXPENSES,2014-10-30,3727544,ERS INVOICE108061,30883.67,LIGHTWORK DESIGN LTD,587905,,EDUCATIONAL TRAINING PROVIDERS
RGF 4,8440,FEE EXPENSES,2014-10-30,3727546,ERS INVOICE108063,33199.55,DONCASTER LASER SERVICES LTD,598413,,LASER CUTTING SERVICES
RGF 4,8440,FEE EXPENSES,2014-10-30,3727547,ERS INVOICE108064,112452.65,MAGNETIC SYSTEMS TECHNOLOGY LTD,595356,,ENGINES - SALES & SERVICE
CLAIMS,8740,PUBLIC LIABILITY,2014-10-30,3727548,ERS INVOICE108065,1750.00,REDACTED PERSONAL DATA,616651,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
CLAIMS,8740,PUBLIC LIABILITY,2014-10-30,3727549,ERS INVOICE108066,1250.00,REDACTED PERSONAL DATA,616653,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
CLAIMS,8740,PUBLIC LIABILITY,2014-10-30,3727550,ERS INVOICE108067,615.00,DWP,442685,,CENTRAL GOVERNMENT
SOUTH WEST,8180,GRANTS,2014-10-30,3727555,ERS INVOICE108072,250.00,DORE & TOTLEY UNITED REFORMED CHURCH,329304,,PLACES OF WORSHIP
DECRIMINALISED PARKING,8470,LEGAL FEES,2014-10-30,3727556,ERS INVOICE108073,7000.00,TRAFFIC ENFORCEMENT CENTRE,448749,,COURTS
C & F CITYWIDE CONTRACTS,8440,FEE EXPENSES,2014-10-30,3706061,225319,10500.00,SHELTER,361160,,CHARITIES & VOLUNTARY ORGANISA
SUPPORTED HOUSING,6020,VOID PAINTING INITIATIVE,2014-10-30,3714521,L11418,1273.00,BELL GROUP (LEEDS),441427,,PAINTERS & DECORATORS
SUPPORTED HOUSING,6020,VOID PAINTING INITIATIVE,2014-10-30,3714522,L11419,1273.00,BELL GROUP (LEEDS),441427,,PAINTERS & DECORATORS
ALDINE HOUSE,8060,MATERIALS AND SUPPLIES GENERAL,2014-10-30,3718115,257362722,1010.70,YORKSHIRE PURCHASING ORGANISATION,295997,,PURCHASING SERVICES
SUCCESSFUL FAMILIES PROGRAMME,8440,FEE EXPENSES,2014-10-30,3719978,17019,8233.33,FAMILY ACTION,469656,,COUNSELLING & ADVICE SERVICES
SAFEGUARDING CHILDREN SERVICE,8440,FEE EXPENSES,2014-10-30,3721279,209500915,650.00,BARNARDO'S,349622,,CHARITIES & VOLUNTARY ORGANISA
SAFEGUARDING CHILDREN SERVICE,8440,FEE EXPENSES,2014-10-30,3721280,209500916,650.00,BARNARDO'S,349622,,CHARITIES & VOLUNTARY ORGANISA
SAFEGUARDING CHILDREN SERVICE,8440,FEE EXPENSES,2014-10-30,3721282,209500914,700.00,BARNARDO'S,349622,,CHARITIES & VOLUNTARY ORGANISA
HIST,8620,COMPUTER MAINTENANCE,2014-10-30,3723677,80498089,375.00,DX NETWORK SERVICES LTD,532422,,COURIER & MESSENGER SERVICES
MCA SUPPORT TEAM,8440,FEE EXPENSES,2014-10-30,3724589,140039,7500.00,TOTAL SOCIAL WORK LTD,599041,,HOME CARE SERVICES
MCA SUPPORT TEAM,8440,FEE EXPENSES,2014-10-30,3724590,378,5912.66,SHEFFIELD CITIZENS ADVICE AND LAW CENTRE,588762,,COUNSELLING & ADVICE SERVICES
MCA SUPPORT TEAM,8440,FEE EXPENSES,2014-10-30,3725335,103847INV,322.00,TOGETHER WORKING FOR WELLBEING,460199,,CHARITIES & VOLUNTARY ORGANISA
SUPPORTED & TEMP ACCOM TEAM,6210,BED & BREAKFAST PAYMENTS,2014-10-30,3725610,2264,534.97,EARL MARSHALL GUEST HOUSE,391589,,GUEST HOUSES
MOORFOOT LEARNING CENTRE,8240,CONFERENCE EXPENSES,2014-10-30,3725614,44629,275.00,DISABLED LIVING FOUNDATION,469586,,CHARITIES & VOLUNTARY ORGANISA
DVS REMEDIATION,1193,CONSULTANTS FEES,2014-10-30,3725689,547499,33994.00,TURNER & TOWNSEND,421729,,BUILDING CONSULTANTS
DVS REMEDIATION,1193,CONSULTANTS FEES,2014-10-30,3725690,547036,12500.00,TURNER & TOWNSEND,421729,,BUILDING CONSULTANTS
CREMATORIA,8010,EQUIPMENT PURCHASE AND REPAIR,2014-10-30,3725701,3024019694,720.00,NILFISK ADVANCE LIMITED,347005,,"VACUUM CLEANERS, INDUSTRIAL &"
SUPPORTED & TEMP ACCOM TEAM,6210,BED & BREAKFAST PAYMENTS,2014-10-30,3725724,383,396.00,BURNGREAVE B & B,466986,,GUEST HOUSES
NEW RETAIL QUARTER 2,1193,CONSULTANTS FEES,2014-10-30,3726246,547808,147202.00,TURNER & TOWNSEND,421729,,BUILDING CONSULTANTS
COMMUNICATIONS,8550,OTHER SERVICES,2014-10-30,3726283,140406,990.00,WIDE WAVE GROUP,511738,,PROMOTIONAL ITEMS
ESTATE & ENVIORMENTAL SERVICES,6090,TIPPING COSTS,2014-10-30,3726284,69152,4318.00,R FLETCHER WASTE DISPOSAL LTD,473104,,WASTE DISPOSAL SERVICES
ESTATE & ENVIORMENTAL SERVICES,6090,TIPPING COSTS,2014-10-30,3726290,69148,2184.24,R FLETCHER WASTE DISPOSAL LTD,473104,,WASTE DISPOSAL SERVICES
ESTATE & ENVIORMENTAL SERVICES,6090,TIPPING COSTS,2014-10-30,3726291,69149,1308.24,R FLETCHER WASTE DISPOSAL LTD,473104,,WASTE DISPOSAL SERVICES
ESTATE & ENVIORMENTAL SERVICES,6090,TIPPING COSTS,2014-10-30,3726292,69150,2046.40,R FLETCHER WASTE DISPOSAL LTD,473104,,WASTE DISPOSAL SERVICES
ESTATE & ENVIORMENTAL SERVICES,6090,TIPPING COSTS,2014-10-30,3726293,69151,2322.72,R FLETCHER WASTE DISPOSAL LTD,473104,,WASTE DISPOSAL SERVICES
OLDER PERSONS LIVING,8010,EQUIPMENT PURCHASE AND REPAIR,2014-10-30,3726441,INV0186052,797.80,POSTURITE (UK) LTD.,207615,,ERGONOMICS
MEDICO LEGAL CENTRE,6110,CLEANING/DOMESTIC MAT./SUPPLY,2014-10-30,3726442,C8237,1013.06,CHEMSOL LTD,342893,,CHEMICALS - DISTRIBUTORS & WHO
MEDICO LEGAL CENTRE,8010,EQUIPMENT PURCHASE AND REPAIR,2014-10-30,3726442,C8237,1802.68,CHEMSOL LTD,342893,,CHEMICALS - DISTRIBUTORS & WHO
MEDICO LEGAL CENTRE,8110,"CLOTHING, UNIFORM AND LAUNDRY",2014-10-30,3726442,C8237,1028.57,CHEMSOL LTD,342893,,CHEMICALS - DISTRIBUTORS & WHO
COMMUNITY WELL BEING PROGRAMME,9030,HEALTH,2014-10-30,3726814,DWB/10/14/33,3320.00,DARNALL WELL BEING CENTRE LTD,582732,,PUBLIC HEALTH SUPPLIERS
CEMETERIES,8010,EQUIPMENT PURCHASE AND REPAIR,2014-10-30,3726852,1/497481,2891.00,THE BUILDERS CENTRE (SHEFFIELD),403147,,BUILDERS' MERCHANTS
TRANSPORT FLEET MANAGEMENT,8070,STOCKS AND STORES,2014-10-30,3726876,3203302,22848.16,CARLTON FUELS,466741,,FUEL DEALERS
TRANSPORT FLEET MANAGEMENT,8070,STOCKS AND STORES,2014-10-30,3726878,3258341,22606.03,CARLTON FUELS,466741,,FUEL DEALERS
EXPANSION -FSM PROV (INFANTS),1167,RENOVATIONS & REFURBISHMENTS,2014-10-30,3726882,4731250,269.00,CHUBB ELECTRONIC SECURITY,402749,,SECURITY SERVICES
ALDINE HOUSE,5750,TRAINING EXPENDITURE,2014-10-30,3726933,CUKI0003858,4400.00,CRISIS PREVENTION INSTITUTE,328692,,TRAINING CONSULTANTS
COMMUNITY YOUTH TEAMS,8350,MISCELLANEOUS EXPENSES,2014-10-30,3726957,7476,2195.50,SHEFFIELD FUTURES,322702,,COUNSELLING & ADVICE SERVICES
COMMUNITY YOUTH TEAMS,6030,REPAIRS AND MTCE - RESPONSIVE,2014-10-30,3726959,7479,456.00,SHEFFIELD FUTURES,322702,,COUNSELLING & ADVICE SERVICES
DISADVANTAGED AREA FUNDING,9120,OTHER AGENCIES,2014-10-30,3726968,519,857.14,SOVA,439114,,CHARITIES & VOLUNTARY ORGANISA
ESTATE & ENVIORMENTAL SERVICES,6090,TIPPING COSTS,2014-10-30,3726974,53745/1,291.00,R FLETCHER WASTE DISPOSAL LTD,473104,,WASTE DISPOSAL SERVICES
THE MOOR INDOOR MARKET,6030,REPAIRS AND MTCE - RESPONSIVE,2014-10-30,3727006,70196,270.00,YORKSHIRE CARE EQUIPMENT,576007,,DISABILITY EQUIPMENT - MNFRS &
SYFP & FC,6030,REPAIRS AND MTCE - RESPONSIVE,2014-10-30,3727008,10778,1090.00,ACCESS TESTING,443706,,SAFETY EQUIPMENT & CLOTHING
YOUTH JUSTICE SERVICE,9120,OTHER AGENCIES,2014-10-30,3727065,41904,300.00,CARIBBEAN CUISINE,588218,,DAIRIES
GATEWAY 4 (A-E),5610,AGENCY STAFF,2014-10-30,3727075,50802383,468.00,PROTOCOL EDUCATION LTD,566067,,EMPLOYMENT & RECRUITMENT AGENC
ABBEYDALE IND HAM-STRUCT DEF,1161,NC&A MAIN CONTRACT,2014-10-30,3727081,ED03988/5,20400.00,J N BENTLEY LIMITED,533280,,BUILDERS
TRANSPORT FLEET MANAGEMENT,8070,STOCKS AND STORES,2014-10-30,3727088,3221155,4404.12,CARLTON FUELS,466741,,FUEL DEALERS
ALDINE HOUSE,8060,MATERIALS AND SUPPLIES GENERAL,2014-10-30,3727102,SL/SIP/12,660.00,SUE LOMAS LTD,547632,,EDUCATIONAL SERVICES
ALDINE HOUSE,5610,AGENCY STAFF,2014-10-30,3727103,1004818826,600.00,HAYS PERSONNEL,381864,,EMPLOYMENT & RECRUITMENT AGENC
ALDINE HOUSE,5610,AGENCY STAFF,2014-10-30,3727104,1004795113,480.00,HAYS PERSONNEL,381864,,EMPLOYMENT & RECRUITMENT AGENC
ALDINE HOUSE,6030,REPAIRS AND MTCE - RESPONSIVE,2014-10-30,3727106,210930154,423.62,MITIE TFM LTD,370338,,FACILITIES MANAGEMENT
TRANSPORT FLEET PASSENGER SERV,8110,"CLOTHING, UNIFORM AND LAUNDRY",2014-10-30,3727232,923117690,268.48,ARCO LTD,203022,,SAFETY EQUIPMENT & CLOTHING
72 GREGG HOUSE ROAD,6210,RENTS,2014-10-30,3727237,SHA028100,469.90,SANCTUARY GROUP,351140,,HOME SUPPORT SERVICES
HIGH SUPPORT PROJECT,8350,MISCELLANEOUS EXPENSES,2014-10-30,3727252,1078,783.56,PYRAMID CARPETS,243612,,CARPETS & RUGS - RETAIL
LAEF,8440,FEE EXPENSES,2014-10-30,3727265,SIN013038,7339.93,ENERGY CONSERVATION SOLUTIONS LTD,616482,,ENERGY CONSERVATION CONSULTANT
COMM HTG - PLANT ROOMS,1161,NC&A MAIN CONTRACT,2014-10-30,3727294,SH04147/2,179900.00,DENTON & NICKELS LTD,596087,,CENTRAL HEATING - INSTALLATION
SOCIAL CARE TAXIS,7060,EXTERNAL VEHICLE HIRE,2014-10-30,3727351,41937,5359.94,EUROCAB 2000 LTD,596360,,TAXIS & PRIVATE HIRE
CDS SCHEME,8350,MISCELLANEOUS EXPENSES,2014-10-30,3727393,1402,600.00,1ST HORIZON SURVEYING & ENGINEERING LTD,574691,,SURVEYORS - LAND
PFI 3,6150,ELECTRICITY,2014-10-30,3727263,27140754,988.18,NPOWER NORTHERN LTD,207191,,ELECTRICITY COMPANIES
UTILITIES,6190,WATER SERVICES,2014-10-30,3727346,800312597/57,346.10,YORKSHIRE WATER PLC,295854,,WATER COMPANIES
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2014-10-31,3727653,100069 20141030 48240,522.30,REDACTED PERSONAL DATA,333449,,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2014-10-31,3727653,100069 20141030 48240,1052.00,REDACTED PERSONAL DATA,333449,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2014-10-31,3727655,150723 20141030 48240,320.90,REDACTED PERSONAL DATA,507002,,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2014-10-31,3727657,151365 20141030 48240,882.00,REDACTED PERSONAL DATA,442473,,ADOPTION & FOSTERING
ADOPTION SERVICE,9270,ADOPTION ALLOWANCES,2014-10-31,3727660,152049 20141030 48240,381.08,REDACTED PERSONAL DATA,512161,,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2014-10-31,3727661,156226 20141030 48240,618.00,REDACTED PERSONAL DATA,549255,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2014-10-31,3727663,156682 20141030 48240,320.90,REDACTED PERSONAL DATA,447568,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2014-10-31,3727667,158578 20141030 48240,334.80,REDACTED PERSONAL DATA,435732,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2014-10-31,3727672,161306 20141030 48240,297.56,REDACTED PERSONAL DATA,563893,,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2014-10-31,3727673,16180 20141030 48240,1028.00,REDACTED PERSONAL DATA,333718,,ADOPTION & FOSTERING
SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2014-10-31,3727674,161862 20141030 48240,264.22,REDACTED PERSONAL DATA,569794,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2014-10-31,3727676,162076 20141030 48240,614.00,REDACTED PERSONAL DATA,561473,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2014-10-31,3727679,162287 20141030 48240,320.90,REDACTED PERSONAL DATA,437597,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2014-10-31,3727681,162684 20141030 48240,522.30,REDACTED PERSONAL DATA,384639,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2014-10-31,3727684,162849 20141030 48240,941.86,REDACTED PERSONAL DATA,383481,,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2014-10-31,3727688,106563 20141030 48240,254.20,REDACTED PERSONAL DATA,503013,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2014-10-31,3727689,163018 20141030 48240,381.70,REDACTED PERSONAL DATA,397573,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2014-10-31,3727690,163138 20141030 48240,266.76,REDACTED PERSONAL DATA,400697,,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2014-10-31,3727696,167097 20141030 48240,1052.00,REDACTED PERSONAL DATA,424791,,ADOPTION & FOSTERING
IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2014-10-31,3727697,168513 20141030 48240,438.00,REDACTED PERSONAL DATA,546743,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2014-10-31,3727701,169136 20141030 48240,320.90,REDACTED PERSONAL DATA,478793,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2014-10-31,3727702,169337 20141030 48240,468.50,REDACTED PERSONAL DATA,529676,,ADOPTION & FOSTERING
ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2014-10-31,3727703,169390 20141030 48240,414.70,REDACTED PERSONAL DATA,391015,,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2014-10-31,3727704,169836 20141030 48240,1125.74,REDACTED PERSONAL DATA,434259,,ADOPTION & FOSTERING
RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2014-10-31,3727706,170383 20141030 48240,421.60,REDACTED PERSONAL DATA,478426,,ADOPTION & FOSTERING
