Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No.,Invoice No.,Invoiced Value,Supplier Name,Address Book No.,Proclass Details Level 1,Thomson Classification Description
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-01-06,2943801,27407,2074.24,MARTIN HAGUE,205329,Construction,EXCAVATION & GROUNDWORK CONTRA
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-01-06,2943802,27408,2074.24,MARTIN HAGUE,205329,Construction,EXCAVATION & GROUNDWORK CONTRA
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-01-06,2943803,27409,2074.24,MARTIN HAGUE,205329,Construction,EXCAVATION & GROUNDWORK CONTRA
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-01-06,2943805,27410,2074.24,MARTIN HAGUE,205329,Construction,EXCAVATION & GROUNDWORK CONTRA
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-01-06,2943806,27411,2074.24,MARTIN HAGUE,205329,Construction,EXCAVATION & GROUNDWORK CONTRA
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-01-06,2943812,325770,1873.76,INSTARMAC GROUP PLC,483173,Building Construction Materials,CONCRETE PRODUCTS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-01-06,2943813,441,4764.00,M L SHEPHERD,501200,Vehicles Not Buses,CAR & TRUCK LEASING & CONTRACT
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-01-06,2943817,45120648/1,2156.57,BRITISH GAS TRADING LTD,204677,Utilities,GAS SUPPLIERS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-01-06,2943823,1/451231,532.65,BUILDERS CENTRE (SHEFFIELD) LTD,203585,Building Construction Materials,BUILDERS' MERCHANTS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-01-06,2943831,800459652/146,1522.16,YORKSHIRE WATER PLC,295854,Utilities,WATER COMPANIES
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-01-06,2943839,C177,785.00,CHRIS WHITE,493334,Transport,ROAD HAULAGE SERVICES
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-01-06,2943840,H9C8F4A41,561.42,E.ON,479524,Utilities,ELECTRICITY COMPANIES
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-01-06,2943844,H9C8F7410,522.45,E.ON,479524,Utilities,ELECTRICITY COMPANIES
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-01-06,2943845,103323,1835.00,SMITH BROTHERS (CAER CONAN) LIMITED,493148,Utilities,ELECTRICAL DISTRIBUTION COMPAN
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-01-06,2943851,HA24F29E2,822.12,E.ON,479524,Utilities,ELECTRICITY COMPANIES
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-01-06,2943853,INV061153,661.00,BROXAP LTD,203555,Unclassified Trade,METAL PRODUCTS - FABRICATED
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2011-01-06,2943856,J329660 090111,16047.00,MOOREND PLACE,361904,Social Community Care,NURSING HOMES
PHYSICAL DISABILITIES PURCHASI,9200,CONTINUING RESIDENTIAL CARE,2011-01-06,2943857,J332304 090111,874.32,HENLEIGH HALL,362109,Social Community Care,NURSING HOMES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2011-01-06,2943858,J326334 121210,28028.00,NORTON LEES HALL/LODGE,433750,Unclassified Non Trade,SCHOOLS - LOCAL AUTHORITY
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2011-01-06,2943860,J332305 090111,11517.33,PARKHILL LODGE,545904,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,SHORT TERM RESIDENTIAL CARE,2011-01-06,2943860,J332305 090111,4923.44,PARKHILL LODGE,545904,Social Community Care,RESIDENTIAL CARE HOMES
NORTH SA - CIN S17,9270,CARELEAVERS INDEPENDENT LIVING,2011-01-06,2943861,17162,1830.04,SUTTON STAFF AGENCY LTD.,301604,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2011-01-06,2943864,J332373,1040.20,REDACTED PERSONAL DATA,545957,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2011-01-06,2943864,J332373,2461.10,REDACTED PERSONAL DATA,545959,Social Community Care,CAREFIRST DIRECT PAYMENTS
PHYSICAL DISABILITIES PURCHASI,9190,DIRECT PAYMENTS,2011-01-06,2943864,J332373,651.08,REDACTED PERSONAL DATA,545984,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2011-01-06,2943864,J332373,1392.36,REDACTED PERSONAL DATA,545983,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2011-01-06,2943864,J332373,2904.00,REDACTED PERSONAL DATA,545961,Social Community Care,CAREFIRST DIRECT PAYMENTS
PHYSICAL DISABILITIES PURCHASI,9190,DIRECT PAYMENTS,2011-01-06,2943864,J332373,525.30,REDACTED PERSONAL DATA,545985,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2011-01-06,2943864,J332373,1451.10,REDACTED PERSONAL DATA,545955,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2011-01-06,2943867,J332370 060211,2173.01,REDACTED PERSONAL DATA,521747,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-01-06,2943870,20045&46,2080.80,SPECTRUM SOCIAL CARE LIMITED,328608,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-01-06,2943871,20051&53,2080.80,SPECTRUM SOCIAL CARE LIMITED,328608,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-01-06,2943872,20078&28,2080.80,SPECTRUM SOCIAL CARE LIMITED,328608,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-01-06,2943873,20079&34,2080.80,SPECTRUM SOCIAL CARE LIMITED,328608,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-01-06,2943874,20080&40,2080.80,SPECTRUM SOCIAL CARE LIMITED,328608,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-01-06,2943875,20096&60,2080.80,SPECTRUM SOCIAL CARE LIMITED,328608,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-01-06,2943876,20110&67,2080.80,SPECTRUM SOCIAL CARE LIMITED,328608,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-01-06,2943877,20159&73,2080.80,SPECTRUM SOCIAL CARE LIMITED,328608,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-01-06,2943878,20175&83,2080.80,SPECTRUM SOCIAL CARE LIMITED,328608,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-01-06,2943879,20207&93,2080.80,SPECTRUM SOCIAL CARE LIMITED,328608,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-01-06,2943881,20238&103,2080.80,SPECTRUM SOCIAL CARE LIMITED,328608,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-01-06,2943882,20263&113,2080.80,SPECTRUM SOCIAL CARE LIMITED,328608,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-01-06,2943883,20332&122,2080.80,SPECTRUM SOCIAL CARE LIMITED,328608,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-01-06,2943884,20355&131,2080.80,SPECTRUM SOCIAL CARE LIMITED,328608,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-01-06,2943885,20364&141,2080.80,SPECTRUM SOCIAL CARE LIMITED,328608,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-01-06,2943886,20423&150,2080.80,SPECTRUM SOCIAL CARE LIMITED,328608,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING,9230,CCSP HOUSE CLEANING,2011-01-06,2943907,8225,500.00,SWISHER BLUE LTD,525264,Cleaning and Janitorial,TOWEL SUPPLY & WASHROOM SERVIC
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943909,J332342 060211,70059.64,SHELTER (SP),352505,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943910,J332339 060211,19597.48,YOUNG WOMENS HOUSING PROJECT (SP),352509,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943911,J332340 060211,29689.60,NORTHERN COUNTIES HOUSING ASSC (SP),352940,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943912,J332353 060211,6095.04,YMH FOUNDATION LTD SHEFFIELD H/A (SP),362542,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE - LD POOL,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943913,J332346 060211,5776.56,CARRWOOD HOUSE (SP),363987,Social Community Care,RESIDENTIAL CARE HOMES
SUPPORTING PEOPLE - LD POOL,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943914,J332364 060211,65974.12,SHEFFIELD CARE TRUST (SP),366826,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943915,J332306 060211,619.68,ABBEYFIELD UK (SP),375629,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943916,J332325 060211,28316.68,THE SALVATION ARMY (SP),384879,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
SUPPORTING PEOPLE - LD POOL,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943917,J332365 060211,30240.00,DIMENSIONS (UK) LTD.,386516,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943919,J332308 060211,3304.84,STOTHARD ROAD SCHEME LTD (SP),416114,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943920,J332311 060211,28788.20,TURNING POINT SERVICES LTD,482885,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943921,J332312 060211,13630.55,THE EXTRACARE CHARITABLE TRUST (SP),486025,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943922,J332313 060211,6815.60,SANCTUARY HOME CARE (SP),529524,Social Community Care,HOME CARE SERVICES
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943923,J332309 060211,1569.12,AGE CONCERN SHEFFIELD,347104,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE - LD POOL,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943924,J332357 060211,20964.00,CITIZENSHIP FIRST LTD (SP),351120,Social Community Care,DISABILITY & SPECIAL NEEDS - S
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943926,J332320 060211,24355.24,PHOENIX HOUSE (SP),351126,Medical,DRUG MISUSE - ADVICE & COUNSEL
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943927,J332354 060211,46325.44,ACTION HOUSING ASSOCIATION LIMITED (SP),351129,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943928,J332366 060211,35736.40,AGE CONCERN (SHEFFIELD) LTD (SP),351131,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943929,J332363 060211,16712.08,ASHIANA (SP),351133,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE - LD POOL,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943930,J332331 060211,2818.80,CARR-GOMM SOCIETY (SP),351140,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943930,J332331 060211,20025.80,CARR-GOMM SOCIETY (SP),351140,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943931,J332321 060211,29254.68,CHERRYTREE SUPPORT SERVICES LTD (SP),351143,Facilities Management,HOSTELS
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943932,J332341 060211,28306.32,COMMUNITY ACTION HALFWAY HOME LTD (SP),351147,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943933,J332333 060211,10762.64,GRACE TEBBUTT HOUSE TRUST LTD (SP),351152,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943934,J332319 060211,21752.36,HAVEN HOUSE PROJECT (SP),351155,Medical,COUNSELLING & ADVICE SERVICES
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943935,J332334 060211,37939.68,PLACES FOR PEOPLE INDIVIDUAL SUPPORT(SP),351159,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943936,J332344 060211,49805.84,NOMAD HOMELESS ADV & SUPP UNIT (SP),351162,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943937,J332316 060211,10307.36,NORMAN HOUSE (SP),351166,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943938,J332322 060211,21673.96,PITSMOOR YOUTH HOUSING TRUST LTD. (SP),351170,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943939,J332323 060211,51562.84,REFUGEE HOUSING ASSOCIATION (SP),351173,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943940,J332324 060211,77734.44,ROUNDABOUT LTD (SP),351180,Facilities Management,HOSTELS
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943941,J332350 060211,19328.68,SAFAR THE GREENS (SP),351182,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943942,J332355 060211,5384.40,SACMHA LIMITED (SP),351469,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943943,J332335 060211,2541.00,SHEFFIELD ALCOHOL ADVISORY SERVICE (SP),351470,Medical,ALCOHOL MISUSE - ADVICE & COUN
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943944,J332349 060211,18584.16,D A FLOATING SUPPORT SERVICE (SP),351476,Medical,COUNSELLING & ADVICE SERVICES
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943945,J332327 060211,21871.36,SHEFFIELD WOMENS AID,351478,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943946,J332351 060211,23587.48,SHEFFIELD YWCA (SP),351494,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE - LD POOL,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943946,J332351 060211,5114.76,SHEFFIELD YWCA (SP),351494,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943947,J332352 060211,3106.60,MAAN SOMALI MENTAL HEALTH SHEFFIELD,351498,Medical,COUNSELLING & ADVICE SERVICES
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943948,J332328 060211,60012.68,ST ANNE'S COMMUNITY SERVICES,351501,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943949,J332329 060211,30108.40,STONHAM HOUSING ASSOCIATION (SP),351504,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943950,J332343 060211,14615.16,SUPPORTING FAMILIES LIMITED (SP),351505,Medical,COUNSELLING & ADVICE SERVICES
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943951,J332336 060211,44007.32,TARGET HOUSING (SP),351507,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943953,J332359 060211,1394.56,ANCHOR TRUST (SP),351515,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE - LD POOL,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943955,J332358 060211,14289.84,MELROSE HOSTEL (SP),351517,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE - LD POOL,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943956,J332314 060211,52344.44,MENCAP (SP),351518,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943958,J332348 060211,894.23,EQUITY HOUSING GROUP LIMITED (SP),351520,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943962,J332347 060211,3277.96,JOHNNIE JOHNSON HOUSING (SP),351528,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943964,J332317 060211,10873.40,RETHINK (SP),351530,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943965,J332330 060211,20449.16,SUPPORT CARE LTD (SP),351532,Social Community Care,RESIDENTIAL CARE HOMES
SUPPORTING PEOPLE - LD POOL,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943966,J332337 060211,38867.80,UNITED RESPONSE (SP),351533,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943967,J332356 060211,996.96,WILLIAM SUTTON TRUST (SP),351535,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943968,J332338 060211,1197.08,YORKSHIRE COMMUNITY HOUSING LTD (SP),351536,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943969,J332332 060211,225413.37,SOUTH YORKSHIRE HOUSING ASSC (SP),351538,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
SUPPORTING PEOPLE - LD POOL,9060,SUPPORTING PEOPLE PAYMENTS,2011-01-06,2943969,J332332 060211,14421.04,SOUTH YORKSHIRE HOUSING ASSC (SP),351538,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
CS-STRATEGIC MARKETING,8250,MARKETING EXPENSES,2011-01-06,2944037,SH/00105,18000.00,SEVEN HILLS COMMUNICATION LIMITED,538625,Facilities Management,PUBLIC RELATIONS CONSULTANTS
COMMUNITY BUILDINGS MANAGEMENT,6160,GAS,2011-01-06,2944065,11814767330,717.53,E.ON,479524,Utilities,ELECTRICITY COMPANIES
EXTERNAL CONTRACTS,8440,FEE EXPENSES,2011-01-06,2944073,2100048630,5463.25,SHEFFIELD PCT,455606,Unclassified Non Trade,HEALTH AUTHORITIES
URBAN TRAFFIC CONTROL,6390,NETWORK COMMUNICATIONS,2011-01-06,2944076,25099188S065,906.00,BRITISH TELECOMMUNICATIONS PLC,295860,ICT,TELECOMMUNICATION SERVICES
ELECTORAL REGISTRATION,8570,POSTAGE & DELIVERY,2011-01-06,2944081,9032200111,782.67,ROYAL MAIL GROUP PLC,295326,Mail Services,DELIVERY SERVICES
TRANSPORT FLEET MANAGEMENT,7040,OTHER VEHICLE RUNNING COSTS,2011-01-06,2944084,24747279,601.48,O2 (UK ) LTD,297124,ICT,MOBILE PHONES
SHEFFIELD BOTANICAL GARDENS,6160,GAS,2011-01-06,2944105,A3645333/S1862744,520.83,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-01-06,2944131,61032937,515.82,WRTL EXTERIOR LIGHTING LIMITED,520632,Construction,LIGHTING CONTRACTORS
INVESTMENT PLANNING,8440,FEE EXPENSES,2011-01-06,2944152,56879,883.00,DELCAM PLC,473223,ICT,COMPUTER SYSTEMS & SOFTWARE (S
PREVENTATIVE MAINT & STAT TEST,6020,REPAIRS AND MTCE - PROGRAMMED,2011-01-06,2944169,5640,1465.34,H2O SERVICING LIMITED,374161,Construction,"SWIMMING POOL CONTRACTORS, REP"
PAYMENT HOLDING ACCOUNT,8350,MISCELLANEOUS EXPENSES,2011-01-06,2944174,10070001,962500.00,KIER SHEFFIELD LLP,352687,Construction,PROPERTY MAINTENANCE & REPAIRS
PAYMENT HOLDING ACCOUNT,8350,MISCELLANEOUS EXPENSES,2011-01-06,2944175,10070002,962500.00,KIER SHEFFIELD LLP,352687,Construction,PROPERTY MAINTENANCE & REPAIRS
SPORTS EVENTS,7060,EXTERNAL VEHICLE HIRE,2011-01-06,2944248,8894,1020.00,EXPRESSWAY COACHES LTD,307335,Transport,COACH HIRE
SERVICE MANAGEMENT,8550,OTHER SERVICES,2011-01-06,2944274,ERS INVOICE45015,700.00,CHRIS HOBBS,537358,Consultancy,BUSINESS & MANAGEMENT CONSULTA
QUALITY AND ACCESS,1165,NC&A OTHER,2011-01-06,2944277,ERS INVOICE45018,3326.88,SHEFFIELD COLLEGE NURSERIES,311909,Unclassified Non Trade,SCHOOLS & COLLEGES - FURTHER E
SUPPORT TO DEAFBLIND PEOPLE,9180,OTHER CLIENT EXPENDITURE,2011-01-06,2944279,ERS INVOICE45020,1000.00,SHEFFIELD CENTRAL DEAF LUNCH CLUB,295200,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
TRAINING - BROCKWOOD,8460,CONSULTANTS FEES,2011-01-06,2944280,ERS INVOICE45021,750.00,MS BRENDA BOWE,545913,Human Resources,TRAINING CONSULTANTS
QUALITY AND ACCESS,1183,PURCHASE OF EQUIPMENT,2011-01-06,2944281,ERS INVOICE45023,1895.67,EARLY YEARS CARE (CAPITAL) LIMITED,533125,Social Community Care,NURSERIES & CRECHES
QUALITY AND ACCESS,1183,PURCHASE OF EQUIPMENT,2011-01-06,2944282,ERS INVOICE45024,1239.64,CROSSPOOL COMMUNITY PRE SCHOOL,311857,Unclassified Non Trade,PLAYGROUPS & PRE-SCHOOL EDUCAT
SAFER COMMUNITIES GRANT,9120,OTHER AGENCIES,2011-01-06,2944290,ERS INVOICE45032,13750.00,SWWOP,379956,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SCHOOL IMPROVEMENT PARTNERS,8440,FEE EXPENSES,2011-01-06,2944295,ERS INVOICE45037,1934.00,REDACTED PERSONAL DATA,523956,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
CORPORATE PARENTING,9120,OTHER AGENCIES,2011-01-06,2944382,SD/J/SKI,500.00,ASTON COMPREHENSIVE SCHOOL,515298,Unclassified Non Trade,SCHOOLS - LOCAL AUTHORITY
CA DISCRETIONARY BUDGET,9120,OTHER AGENCIES,2011-01-06,2944452,ERS INVOICE45040,39666.00,GREEN ESTATE LTD,388189,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SCC BALANCE SHEET,2050,CONTRACTOR BONDS (HIGH CONS),2011-01-06,2944453,ERS INVOICE45041,9180.00,PDS DESIGN & BUILD,545980,Consultancy,STRUCTURAL ENGINEERS
SCC BALANCE SHEET,2050,CONTRACTOR BONDS (HIGH CONS),2011-01-06,2944454,ERS INVOICE45042,12605.00,FRANK HASLAM MILAN & CO LTD,204949,Construction,BUILDERS
FORENSIC SERVICES MH,8010,EQUIPMENT PURCHASE AND REPAIR,2011-01-07,2901680,656725,1790.78,VISUALEYES,457464,Medical,DISABILITY EQUIPMENT - MNFRS &
LSSP / PROVIDER FORUMS,8440,FEE EXPENSES,2011-01-07,2909078,R03INV/00004153,558277.00,ACTION FOR CHILDREN,326212,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
ROAD SAFETY,5610,AGENCY STAFF,2011-01-07,2913439,1235004,1531.20,MATCHTECH GROUP PLC,387061,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
