Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No.,Invoice No.,Invoiced Value,Supplier Name,Address Book No.,Proclass Details Level 1,Thomson Classification Description
YOUR ESTATE SERVICES TEAM,5610,AGENCY STAFF,2011-04-18,3017079,51750,670.28,LYNX EMPLOYMENT SERVICES LTD,349384,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
VSP DELIVER,9140,PRIVATE CONTRACTORS,2011-04-18,3017083,WORGSI-103798,10875.00,A4E LTD,326975,Consultancy,BUSINESS & MANAGEMENT CONSULTA
VSP DELIVER,9140,PRIVATE CONTRACTORS,2011-04-18,3017085,P1310,873.23,SHEFFIELD COLLEGE OF MUSIC LTD,525604,Education,MUSIC SCHOOLS
GENERAL OPEN SPACE MAINTENANCE,6370,GROUNDS MTCE AND ARBORICULTURE,2011-04-18,3017089,789,1155.00,PAUL DAY COUNTRYSIDE SERVICES,317618,Environmental Services,TREE WORK & FORESTRY SERVICES
NEETS 16+,9120,OTHER AGENCIES,2011-04-18,3017108,4058,8564.13,HEELEY CITY FARM,301277,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
ADAPTATIONS,1157,DWELLINGS MAIN CONTRACT,2011-04-18,3017130,9085108841,4919.00,STANNAH LIFT SERVICES LTD.,208625,Social Community Care,STAIRLIFTS - MNFRS & INSTALLER
BUSINESS SUPPORT,8370,PRINTING,2011-04-18,3017179,K2/I348604,1100.80,XMA LIMITED,480777,ICT,COMPUTER CONSUMABLES & STATION
SHELTERED HOUSING GENERAL,8350,MISCELLANEOUS EXPENSES,2011-04-18,3017187,12085,1587.05,PYRAMID CARPETS,243612,Building Construction Materials,CARPETS & RUGS - RETAIL
SOCIAL CARE TAXIS,7060,EXTERNAL VEHICLE HIRE,2011-04-18,3017188,21159,10063.29,SHEFFIELD CITY TAXIS LTD,301182,Transport,TAXIS & PRIVATE HIRE
SEN TAXIS,7060,EXTERNAL VEHICLE HIRE,2011-04-18,3017189,21158,21027.23,SHEFFIELD CITY TAXIS LTD,301182,Transport,TAXIS & PRIVATE HIRE
SOCIAL SERVICES LOCATION PLACE,9120,OTHER AGENCIES,2011-04-18,3017257,2900000111M,775.00,CHEADLE ROYAL HOSPITAL,504139,Unclassified Non Trade,HOSPITALS
TRANSFORMATION TEAM,8460,CONSULTANTS FEES,2011-04-18,3017261,WN4000021,8066.32,CAPITA RESOURCING LTD,414376,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
HOMES AND LOANS TEAM,6280,HIRE OF PREMISES,2011-04-18,3017268,BLADES/0001/10836,1850.00,BLADES ENTERPRISE CENTRE,314133,Unclassified Trade,BUSINESS CENTRES
ELECTORAL REGISTRATION,8020,EQUIPMENT LEASE/ RENTAL/ HIRE,2011-04-18,3017306,409544,1030.98,NEOPOST FINANCE LIMITED,207084,Financial Services,LEASING SERVICES
SHEFFIELD HOMES ACCOMODATION,6210,RENTS,2011-04-18,3017308,174500,1837.50,DEL (CARBROOK) SHEFFIELD HOMES,394506,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
SHEFFIELD HOMES GENERAL,8450,AUDIT FEES,2011-04-18,3017309,6503664,3450.00,GRANT THORNTON UK LLP,510452,Financial Services,ACCOUNTANTS
CITY ROAD PLACE MAKING,1194,OTHER FEES,2011-04-18,3017341,901834,2620.25,JOHNSONS WELLFIELD QUARRIES LTD,518189,Building Construction Materials,QUARRIES
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017345,10063125,4911.31,ATKINS LTD,458272,Consultancy,PROJECT MANAGEMENT
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017351,122603,647.85,SMITH BROTHERS (CAER CONAN) LIMITED,493148,Utilities,ELECTRICAL DISTRIBUTION COMPAN
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017352,122604,2005.54,SMITH BROTHERS (CAER CONAN) LIMITED,493148,Utilities,ELECTRICAL DISTRIBUTION COMPAN
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017358,153197RI,1324.40,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017359,153232RI,1075.36,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017361,153237RI,1348.16,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017362,153279RI,1741.52,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017364,77366,1337.88,HAGUE PLANT LTD,205330,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017365,153282RI,1235.52,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017366,153283RI,570.40,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017368,153306RI,953.64,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017369,153307RI,660.54,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017370,153308RI,633.60,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017371,16064,704.00,CARRYLIAM & CO,203751,Environmental Services,SKIP HIRE & RUBBISH CLEARANCE
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017372,200841,1189.38,WILLIAM SMITH AND SONS (BARNARD CASTLE),493116,Facilities Management,SIGN WRITERS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017373,210198,755.00,K BARRIERS LTD,369497,Building Construction Materials,"FENCE, GATE & BARRIER SUPPLIER"
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017378,223071/664,2610.70,SIGNATURE LIMITED,493130,Facilities Management,SIGN & POSTER WRITERS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017381,2801266,2314.60,LAFARGE UK SERVICES,493084,Building Construction Materials,CONCRETE & MORTAR READY MIXED
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017382,2801312,2520.49,LAFARGE UK SERVICES,493084,Building Construction Materials,CONCRETE & MORTAR READY MIXED
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017390,3799,851.20,PROBRUSH T/A NORTHERN MUNICIPAL SPARES,538000,Building Construction Materials,BRUSH MNFRS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017391,6044174,1325.46,CARLTON FUELS,466741,Vehicles Not Buses,FUEL DEALERS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017392,6046351,1579.14,CARLTON FUELS,466741,Vehicles Not Buses,FUEL DEALERS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017393,7408,2102.10,GLEADLESS CIVIL ENGINEERING LTD,412782,Highway Equipment and Materials,PAVING & DRIVEWAY CONTRACTORS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017394,7409,1361.10,GLEADLESS CIVIL ENGINEERING LTD,412782,Highway Equipment and Materials,PAVING & DRIVEWAY CONTRACTORS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017395,7410,1361.10,GLEADLESS CIVIL ENGINEERING LTD,412782,Highway Equipment and Materials,PAVING & DRIVEWAY CONTRACTORS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017397,7411,1361.10,GLEADLESS CIVIL ENGINEERING LTD,412782,Highway Equipment and Materials,PAVING & DRIVEWAY CONTRACTORS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017398,7412,1361.10,GLEADLESS CIVIL ENGINEERING LTD,412782,Highway Equipment and Materials,PAVING & DRIVEWAY CONTRACTORS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017400,7916,1739.00,AMK FENCE-IN  LTD,202934,Construction,FENCING CONTRACTORS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017401,9026445614/CREDI,717.99,TARMAC LTD,463393,Building Construction Materials,BUILDING BLOCK MNFRS & DISTRIB
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017402,9026454652/CREDI,587.86,TARMAC LTD,463393,Building Construction Materials,BUILDING BLOCK MNFRS & DISTRIB
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017403,9026454653/CREDI,724.36,TARMAC LTD,463393,Building Construction Materials,BUILDING BLOCK MNFRS & DISTRIB
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017404,9026468401/CREDI,733.46,TARMAC LTD,463393,Building Construction Materials,BUILDING BLOCK MNFRS & DISTRIB
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017407,9026495083/CREDI,903.63,TARMAC LTD,463393,Building Construction Materials,BUILDING BLOCK MNFRS & DISTRIB
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017408,9026515325,897.31,TARMAC LTD,463393,Building Construction Materials,BUILDING BLOCK MNFRS & DISTRIB
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017409,9026515326,1031.08,TARMAC LTD,463393,Building Construction Materials,BUILDING BLOCK MNFRS & DISTRIB
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017411,9026522057,755.62,TARMAC LTD,463393,Building Construction Materials,BUILDING BLOCK MNFRS & DISTRIB
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017418,M6408/686334,7055.38,SCOTT WILSON LTD,208260,Consultancy,ENGINEERS - CONSULTING
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017420,MFG036,8677.00,MFG CONSTRUCTION LTD,526453,Construction,CONSTRUCTION CONTRACTORS - GEN
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017421,V27568NR,20576.73,CEMEX UK MATERIALS LTD,385471,Building Construction Materials,CONCRETE & MORTAR READY MIXED
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017422,V27570NR,1361.35,CEMEX UK MATERIALS LTD,385471,Building Construction Materials,CONCRETE & MORTAR READY MIXED
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017423,V27571NR,9854.10,CEMEX UK MATERIALS LTD,385471,Building Construction Materials,CONCRETE & MORTAR READY MIXED
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-04-18,3017424,V27575NR,4165.27,CEMEX UK MATERIALS LTD,385471,Building Construction Materials,CONCRETE & MORTAR READY MIXED
PURCHASING LEARNING DISABILITI,9180,RESPITE,2011-04-18,3017439,J359345 100411,944.46,REDACTED PERSONAL DATA,329204,Social Community Care,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-04-18,3017487,J357261 010511,2556.84,SHEFFIELD HEALTH & SOCIAL CARE NHS,353994,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-04-18,3017488,J357276 010511,3751.12,SHEFFIELD HEALTH & SOCIAL CARE NHS,353994,Unclassified Non Trade,HOSPITALS
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2011-04-18,3017490,J357767 010511,21576.86,ABBEY GRANGE RESIDENTIAL HOME,361753,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9210,CONTINUING NURSING CARE,2011-04-18,3017491,J357114 010511,12604.00,BELMONT HOUSE NURSING HOME,361754,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2011-04-18,3017491,J357114 010511,22400.57,BELMONT HOUSE NURSING HOME,361754,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9210,CONTINUING NURSING CARE,2011-04-18,3017492,J357203 010511,18460.00,ALEXANDER COURT,361889,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2011-04-18,3017492,J357203 010511,11468.00,ALEXANDER COURT,361889,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-04-18,3017493,J357262 010511,2720.68,DARESBURY ROAD,362153,Unclassified Non Trade,HOSPITALS
PURCHASING ELDERLY,9240,SUPPORTED LIVING CARE,2011-04-18,3017493,J357262 010511,1179.52,DARESBURY ROAD,362153,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-04-18,3017494,J357067 010511,5781.28,ABBEYFIELD / SCOTT ROAD,362162,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-04-18,3017495,J357299 010511,2861.80,146 WENSLEY STREET,461550,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-04-18,3017496,J357335 010511,4771.04,51 VIKINGLEA DRIVE,492715,Social Community Care,SHELTERED HOUSING
PURCHASING ELDERLY,9240,SUPPORTED LIVING CARE,2011-04-18,3017496,J357335 010511,2498.32,51 VIKINGLEA DRIVE,492715,Social Community Care,SHELTERED HOUSING
PURCHASING ELDERLY,9240,SUPPORTED LIVING CARE,2011-04-18,3017497,J357332 010511,2021.12,31 ANGLETON AVENUE,492722,Social Community Care,SHELTERED HOUSING
PURCHASING ELDERLY,9200,SHORT TERM RESIDENTIAL CARE,2011-04-18,3017498,J359723 030411,1624.29,DALEWOOD VIEW,361953,Social Community Care,NURSING HOMES
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2011-04-18,3017499,J359737 010511,2111.88,REDACTED PERSONAL DATA,401462,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2011-04-18,3017501,J359735 010511,1433.64,REDACTED PERSONAL DATA,453130,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2011-04-18,3017505,A1634,5935.48,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2011-04-18,3017506,A1643,1727.04,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2011-04-18,3017507,A1644,2013.92,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2011-04-18,3017508,A1666,993.44,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2011-04-18,3017509,A1668,638.64,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING,9250,INDEPENDENT DAY CARE,2011-04-18,3017510,A1672,922.48,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2011-04-18,3017511,138,2458.80,THE GOOD DAYS PROJECT,532126,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-04-18,3017512,2100062682,2220.84,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-04-18,3017513,24356,1230.60,LINKAGE COMMUNITY TRUST,362116,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-04-18,3017514,24371,1702.00,LINKAGE COMMUNITY TRUST,362116,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-04-18,3017515,24402,1320.88,LINKAGE COMMUNITY TRUST,362116,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-04-18,3017518,3597,8580.24,NEW ERA HOUSING AUTHORITY,505956,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
PURCHASING,9190,CITYWIDE SPOT,2011-04-18,3017519,2000002208,819.08,DIRECT HEALTH UK LIMITED,204388,Social Community Care,HOME CARE SERVICES
PURCHASING ELDERLY,9190,CITYWIDE SPOT,2011-04-18,3017525,17999,515.48,SUTTON STAFF AGENCY LTD.,301604,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING,9190,CITYWIDE SPOT,2011-04-18,3017530,A1667,1552.25,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-04-18,3017531,A1670,1419.20,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING,9190,CITYWIDE SPOT,2011-04-18,3017532,A1671,1419.20,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING ELDERLY,9190,CITYWIDE SPOT,2011-04-18,3017533,2100062433,2228.08,COMMUNITY HEALTH SHEFFIELD,361895,Unclassified Non Trade,HOSPITALS
MEETING ROOMS CENTRAL AREA,6190,WATER SERVICES,2011-04-18,3017566,800314905/10,2154.20,YORKSHIRE WATER PLC,295854,Utilities,WATER COMPANIES
SHELTERED HOUSING SCHEMES,6190,WATER SERVICES,2011-04-18,3017567,800308808/11,2769.83,YORKSHIRE WATER PLC,295854,Utilities,WATER COMPANIES
SHELTERED HOUSING SCHEMES,6190,WATER SERVICES,2011-04-18,3017568,800309626/11,1780.81,YORKSHIRE WATER PLC,295854,Utilities,WATER COMPANIES
SHELTERED HOUSING SCHEMES,6190,WATER SERVICES,2011-04-18,3017569,800309340/11,2348.48,YORKSHIRE WATER PLC,295854,Utilities,WATER COMPANIES
WOODLANE COUNTRYSIDE CENTRE,6160,GAS,2011-04-18,3017572,A3645613/S1862784,566.34,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
ACRES HILL,6160,GAS,2011-04-18,3017573,A3645613/S1862821,805.32,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
MEDICO LEGAL CENTRE,6160,GAS,2011-04-18,3017574,A3645205/S1862959,3881.36,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
MEMBERS ALLOWANCES,8590,LANDLINE TELEPHONES,2011-04-18,3017601,VP95765370Q01301,891.27,BRITISH TELECOMMUNICATIONS PLC,295860,ICT,TELECOMMUNICATION SERVICES
TRANSPORT FLEET MANAGEMENT,8070,STOCKS AND STORES,2011-04-18,3017603,6148423,725.52,CARLTON FUELS,466741,Vehicles Not Buses,FUEL DEALERS
TRANSPORT FLEET MANAGEMENT,8070,STOCKS AND STORES,2011-04-18,3017607,6139997,6012.00,CARLTON FUELS,466741,Vehicles Not Buses,FUEL DEALERS
TRANSPORT FLEET MANAGEMENT,8070,STOCKS AND STORES,2011-04-18,3017610,6119115,5699.50,CARLTON FUELS,466741,Vehicles Not Buses,FUEL DEALERS
TRANSPORT FLEET MANAGEMENT,8070,STOCKS AND STORES,2011-04-18,3017614,6119114,22910.00,CARLTON FUELS,466741,Vehicles Not Buses,FUEL DEALERS
TRANSPORT FLEET MANAGEMENT,8070,STOCKS AND STORES,2011-04-18,3017617,5972048,22202.00,CARLTON FUELS,466741,Vehicles Not Buses,FUEL DEALERS
MANOR LIBRARY,6160,GAS,2011-04-18,3017630,A3645181/S1862819,580.23,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
SEVENFIELDS,6150,ELECTRICITY,2011-04-18,3017637,27140545,796.16,NPOWER NORTHERN LTD,207191,Utilities,ELECTRICITY COMPANIES
STANIFORTH ROAD WORKSHOPS,8070,STOCKS AND STORES,2011-04-18,3017639,14417803,530.31,LOOKERS FORD,474939,Vehicles Not Buses,CAR DEALERS
BIS TELECOMMS,8590,LANDLINE TELEPHONES - INVOICE,2011-04-18,3017649,VP63650270Q03301TI,1272.60,BRITISH TELECOMMUNICATIONS PLC,295860,ICT,TELECOMMUNICATION SERVICES
COMMUNITY SUPPORT SERVICE,6160,GAS,2011-04-18,3017664,A3644500/S1862866,644.13,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
CARBROOK HALL,6160,GAS,2011-04-18,3017666,A3645613/S1862978,2173.03,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
MEERSBROOK PARK,6160,GAS,2011-04-18,3017668,A3645613/S1862814,546.56,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
SHEFFIELD HOMES ACCOMODATION,6030,REPAIRS AND MTCE - RESPONSIVE,2011-04-18,3017669,90024671,702.00,SWIFT FIRE & SECURITY,342543,Facilities Management,SECURITY EQUIPMENT
OLIVE GROVE WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2011-04-18,3017687,4770,670.00,ROLL TEC SAFETY LTD,480514,Construction,ENGINEERS - GENERAL
OLIVE GROVE WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2011-04-18,3017689,4769,600.00,ROLL TEC SAFETY LTD,480514,Construction,ENGINEERS - GENERAL
HIST,8620,COMPUTER MAINTENANCE,2011-04-18,3017702,91158737,10375.00,NORTHGATE PUBLIC SERVICES,301552,Consultancy,BUSINESS & MANAGEMENT CONSULTA
SHELTERED HOUSING SCHEMES,6080,CONTRACT CLEANING,2011-04-18,3017713,75,1195.96,ATKIN & SON,203113,Cleaning and Janitorial,WINDOW CLEANERS
GENERAL COMM AREAS - INC AREA,6080,CONTRACT CLEANING,2011-04-18,3017713,75,1846.00,ATKIN & SON,203113,Cleaning and Janitorial,WINDOW CLEANERS
SHELTERED HOUSING SCHEMES,6190,WATER SERVICES,2011-04-18,3017720,800309588/11,2328.30,YORKSHIRE WATER PLC,295854,Utilities,WATER COMPANIES
SHELTERED HOUSING SCHEMES,6190,WATER SERVICES,2011-04-18,3017723,800314972/11,1848.91,YORKSHIRE WATER PLC,295854,Utilities,WATER COMPANIES
BUSINESS SUPPORT,8380,PHOTOCOPYING,2011-04-18,3017743,1098534540,853.58,KONICA MINOLTA BUSINESS SOLUTIONS EAST,206267,ICT,OFFICE EQUIPMENT MNFRS & DISTR
SNIPS,8180,GRANTS,2011-04-18,3017764,40619,1440.00,REED SOCIAL CARE,329620,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
SURESTART GRANTS TO LAS,8440,FEE EXPENSES,2011-04-18,3017767,2100050244,4205.02,SHEFFIELD PCT,455606,Unclassified Non Trade,HEALTH AUTHORITIES
PFI 4 - UNITARY CHARGE,6270,SERVICE / PFI UNITARY CHARGE,2011-04-18,3017808,91,753980.31,PARADIGM (SHEFFIELD BSF) LIMITED,472691,Facilities Management,FACILITIES MANAGEMENT
INVESTMENT IN COMMUNITIES2,8420,ADVERTISING AND PUBLICITY,2011-04-18,3017841,2640,1280.00,IMAGE FACTORY,299173,Facilities Management,PHOTOGRAPHERS - ADVERTISING &
DISABLED GRANTS,1165,NC&A OTHER,2011-04-18,3017858,ERS INVOICE49847,1839.00,STANNAH LIFT SERVICES LTD.,208625,Social Community Care,STAIRLIFTS - MNFRS & INSTALLER
MINOR WORK GRANTS,1165,NC&A OTHER,2011-04-18,3017859,ERS INVOICE49848,2000.00,CHAPELTOWN GLASS WINDOW & FACIA COMPANY,427494,Construction,DOUBLE GLAZING INSTALLERS
MINOR WORK GRANTS,1165,NC&A OTHER,2011-04-18,3017860,ERS INVOICE49849,1944.00,PVC DEVELOPMENTS,379262,Construction,DOUBLE GLAZING INSTALLERS
MINOR WORK GRANTS,1165,NC&A OTHER,2011-04-18,3017861,ERS INVOICE49850,2000.00,CHAPELTOWN GLASS WINDOW & FACIA COMPANY,427494,Construction,DOUBLE GLAZING INSTALLERS
MINOR WORK GRANTS,1165,NC&A OTHER,2011-04-18,3017862,ERS INVOICE49851,2000.00,PAUL BEATSON BUILDING CONTRACTORS LTD,207418,Construction,BUILDERS
THORNBRIDGE OUTDOOR CENTRE,8440,FEE EXPENSES,2011-04-18,3017863,ERS INVOICE49852,720.00,DEBORAH LAUGHARNE,489447,Leisure Services,OUTDOOR PURSUIT ORGANISERS & E
DISABLED GRANTS,1165,NC&A OTHER,2011-04-18,3017870,ERS INVOICE49861,2069.00,STANNAH LIFT SERVICES LTD.,208625,Social Community Care,STAIRLIFTS - MNFRS & INSTALLER
SWAN COMMISSIONED,1143,COMPENSATION,2011-04-18,3017871,ERS INVOICE49862,541.20,REDACTED PERSONAL DATA,547289,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
DISABLED GRANTS,1165,NC&A OTHER,2011-04-18,3017888,ERS INVOICE49880,594.60,YORKSHIRE HOUSING FOUNDATION,331371,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
CA DISCRETIONARY BUDGET,9120,OTHER AGENCIES,2011-04-18,3017893,ERS INVOICE49885,6810.00,SHEFFIELD WEDNESDAY ACADEMY,461589,Leisure Services,SPORTS CLUBS & ASSOCIATIONS
CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2011-04-18,3017895,ERS INVOICE49888,2700.00,TWENTY FOUR SEVEN,364408,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2011-04-18,3017896,ERS INVOICE49889,1736.25,TWENTYFOUR-SEVEN HSA YP LTD (SP),384247,Social Community Care,CHILDREN'S HOMES
CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2011-04-18,3017897,ERS INVOICE49890,816.30,L & K CLARKE PSYCHOLOGY SERVICES LTD,443006,Medical,PSYCHOLOGISTS
KIRKLEES - WY SUB REGION HAL,1194,OTHER FEES,2011-04-18,3017921,ERS INVOICE49914,5792.75,KC CONSTRUCTION,549388,Construction,CONSTRUCTION CONTRACTORS - GEN
KIRKLEES - WY SUB REGION HAL,1194,OTHER FEES,2011-04-18,3017922,ERS INVOICE49915,3600.00,S & K WINDOWS,493875,Construction,DOUBLE GLAZING INSTALLERS
