Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No.,Invoice No.,Invoiced Value,Supplier Name,Address Book No.,Proclass Details Level 1,Thomson Classification Description
CARERS SPECIAL GRANT,9190,DIRECT PAYMENTS,2014-04-22,3633635,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,585859,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633637,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,585867,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633638,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,585877,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633639,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,586060,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633640,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,586067,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633641,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,586070,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633642,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,586071,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
CARERS SPECIAL GRANT,9190,DIRECT PAYMENTS,2014-04-22,3633644,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,586131,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633645,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,586133,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633646,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,586235,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633649,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,586717,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633780,J885393,480,REDACTED PERSONAL DATA,592314,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633650,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,586802,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633651,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,586810,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633653,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,586995,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633654,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,586996,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633655,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,586997,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633656,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,587051,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633657,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,587060,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633658,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,587108,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633659,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,587109,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,FUNDED HOME SUPPORT,2014-04-22,3633660,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,587110,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633661,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,587125,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,FUNDED HOME SUPPORT,2014-04-22,3633661,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,587125,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633664,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,587540,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633665,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,587564,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633666,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,587565,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633668,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,587630,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633669,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,587631,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633670,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,587803,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633671,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,587807,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633673,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,587818,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633674,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,587819,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633676,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,587832,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633677,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,587833,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633678,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,587860,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633679,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,587862,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633681,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,587900,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633684,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,588007,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633685,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,588174,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633686,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,588213,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633688,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,588259,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633689,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,588315,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633690,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,588361,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633691,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,588444,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633693,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,588676,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633696,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,588783,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633697,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,588880,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633699,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,588890,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633700,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,588924,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633701,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,588927,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633702,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,589159,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633705,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,589192,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633706,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,589348,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633707,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,589427,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633708,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,589475,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633709,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,589928,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633710,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,589929,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633712,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,589946,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633713,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,590023,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633715,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,590027,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633716,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,590034,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633717,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,590035,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633719,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,590102,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633720,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,590122,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633722,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,590340,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633724,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,590373,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633725,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,590375,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633727,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,590461,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633728,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,590512,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633729,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,590525,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633731,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,590684,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633732,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,590688,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633734,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,590694,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633736,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,590794,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633737,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,590811,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633738,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,590928,Social Community Care,CAREFIRST DIRECT PAYMENTS
PDSI PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633739,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,590955,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633742,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,591209,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,FUNDED HOME SUPPORT,2014-04-22,3633743,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,591212,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633744,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,591343,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633745,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,591348,Social Community Care,CAREFIRST DIRECT PAYMENTS
PDSI PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633747,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,591353,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633749,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,591380,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633750,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,591398,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633751,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,591405,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633752,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,591515,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633753,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,591542,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633754,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,591543,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633755,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,591674,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633758,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,591830,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633761,J885393,506.8,REDACTED PERSONAL DATA,591834,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633763,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,591847,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633765,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,591859,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633766,J885393,561.2,REDACTED PERSONAL DATA,591897,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633767,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,591979,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633769,J885393,476.32,REDACTED PERSONAL DATA,592021,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633771,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,592024,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633772,J885393,290.36,REDACTED PERSONAL DATA,592025,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633774,J885393,580.28,REDACTED PERSONAL DATA,592029,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633775,J885393,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA,592034,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633777,J885393,680.6,REDACTED PERSONAL DATA,592155,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633779,J885393,1080.08,REDACTED PERSONAL DATA,592168,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633781,J885393,357.6,REDACTED PERSONAL DATA,592350,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633782,J885393,586.56,REDACTED PERSONAL DATA,592414,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633784,J885393,1316.20,REDACTED PERSONAL DATA,592417,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633785,J885393,1077.24,REDACTED PERSONAL DATA,592419,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633786,J885393,259.08,REDACTED PERSONAL DATA,592497,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633793,J885393,474.68,REDACTED PERSONAL DATA,592532,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633795,J885393,958.88,REDACTED PERSONAL DATA,592719,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633796,J885393,290.12,REDACTED PERSONAL DATA,592841,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,FUNDED HOME SUPPORT,2014-04-22,3633802,J885393,1964.36,REDACTED PERSONAL DATA,593443,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633803,J885393,1199.92,REDACTED PERSONAL DATA,593456,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,FUNDED HOME SUPPORT,2014-04-22,3633803,J885393,960,REDACTED PERSONAL DATA,593456,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633805,J885393,712.12,REDACTED PERSONAL DATA,593468,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633806,J885393,1241.12,REDACTED PERSONAL DATA,593469,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633810,J885393,345.6,REDACTED PERSONAL DATA,593477,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633812,J885393,863,REDACTED PERSONAL DATA,593519,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633813,J885393,651.24,REDACTED PERSONAL DATA,593790,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633814,J885393,310,REDACTED PERSONAL DATA,593959,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633815,J885393,336,REDACTED PERSONAL DATA,594104,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633816,J885393,347.2,REDACTED PERSONAL DATA,594109,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633817,J885393,622.96,REDACTED PERSONAL DATA,594110,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633818,J885393,469,REDACTED PERSONAL DATA,594121,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633820,J885393,1004.40,REDACTED PERSONAL DATA,594234,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633821,J885393,602.04,REDACTED PERSONAL DATA,594246,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633824,J885393,830.8,REDACTED PERSONAL DATA,594304,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633825,J885393,884.12,REDACTED PERSONAL DATA,594517,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,FUNDED HOME SUPPORT,2014-04-22,3633825,J885393,1583.92,REDACTED PERSONAL DATA,594517,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2014-04-22,3633827,J885393,605.44,REDACTED PERSONAL DATA,594524,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2014-04-22,3633829,J885393,553.12,REDACTED PERSONAL DATA,594586,Social Community Care,CAREFIRST DIRECT PAYMENTS
