Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No.,Invoice No.,Invoiced Value,Supplier Name,Address Book No.,Proclass Details Level 1,Thomson Classification Description
PURCHASING ELDERLY,9210,CONTINUING NURSING CARE,2012-07-24,3302311,J504894 190812,25208.00,CRAEGMOOR  - RICHMOND HEIGHTS,361933,Social Community Care,NURSING HOMES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2012-07-24,3302312,J504897 190812,1848.00,DOVE COURT RESIDENTIAL HOME,362096,Social Community Care,RESIDENTIAL CARE HOMES
PDSI PURCHASING,9210,CONTINUING NURSING CARE,2012-07-24,3302313,J504904 190812,1611.00,HEADINGLEY COURT CARE HOME,362017,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9210,CONTINUING NURSING CARE,2012-07-24,3302313,J504904 190812,1564.00,HEADINGLEY COURT CARE HOME,362017,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2012-07-24,3302314,J504908 190812,7982.04,11 FRASER DRIVE,361875,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2012-07-24,3302315,J504910 190812,7746.36,169 GLEADLESS COMMON,361822,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2012-07-24,3302316,J504915 190812,4522.92,15 GLEADLESS VIEW,362168,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2012-07-24,3302317,J504920 190812,1470.16,9 FRASER DRIVE,361861,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2012-07-24,3302317,J504920 190812,2684.44,9 FRASER DRIVE,361861,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2012-07-24,3302318,J504930 190812,5674.80,HENLEIGH HALL,362109,Social Community Care,NURSING HOMES
PDSI PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2012-07-24,3302318,J504930 190812,2586.68,HENLEIGH HALL,362109,Social Community Care,NURSING HOMES
PDSI PURCHASING,9210,CONTINUING NURSING CARE,2012-07-24,3302318,J504930 190812,4153.84,HENLEIGH HALL,362109,Social Community Care,NURSING HOMES
PURCHASING ELDERLY,9210,CONTINUING NURSING CARE,2012-07-24,3302318,J504930 190812,10974.76,HENLEIGH HALL,362109,Social Community Care,NURSING HOMES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2012-07-24,3302319,J504935 190812,46643.32,ROSEBERRY CARE CENTRES GB LTD,362099,Social Community Care,RESIDENTIAL CARE HOMES
PDSI PURCHASING,9210,CONTINUING NURSING CARE,2012-07-24,3302319,J504935 190812,18691.20,ROSEBERRY CARE CENTRES GB LTD,362099,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9210,CONTINUING NURSING CARE,2012-07-24,3302319,J504935 190812,46003.92,ROSEBERRY CARE CENTRES GB LTD,362099,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING,9210,CONTINUING NURSING CARE,2012-07-24,3302319,J504935 190812,4870.68,ROSEBERRY CARE CENTRES GB LTD,362099,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2012-07-24,3302320,J504937 190812,5816.00,ROSEBERRY CARE CENTRES GB LTD,361953,Social Community Care,NURSING HOMES
PURCHASING ELDERLY,9210,CONTINUING NURSING CARE,2012-07-24,3302320,J504937 190812,17548.00,ROSEBERRY CARE CENTRES GB LTD,361953,Social Community Care,NURSING HOMES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2012-07-24,3302321,J504946 190812,1580.00,ELM LODGE,433486,Social Community Care,NURSING HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2012-07-24,3302322,J504949 190812,4912.84,NORTHERN LIFE CARE LTD T/A UBU,361991,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2012-07-24,3302323,J504952 190812,20808.00,HEELEY BANK CARE HOME,362923,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9210,CONTINUING NURSING CARE,2012-07-24,3302323,J504952 190812,27140.00,HEELEY BANK CARE HOME,362923,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9210,CONTINUING NURSING CARE,2012-07-24,3302324,J504961 190812,7062.28,GREENSIDE COURT,373540,Social Community Care,NURSING HOMES
PURCHASING,9210,CONTINUING NURSING CARE,2012-07-24,3302325,J504986 190812,7922.40,FAIRWINDS,397558,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2012-07-24,3302326,J504998 190812,6184.84,PRIORY LODGE,430728,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2012-07-24,3302327,J505008 190812,18098.68,REDCLIFFE HOUSE,446985,Facilities Management,GUEST HOUSES
PURCHASING ELDERLY,9210,CONTINUING NURSING CARE,2012-07-24,3302328,J505009 190812,1564.00,OLIVET,456471,Social Community Care,NURSING HOMES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2012-07-24,3302329,J505014 190812,1706.60,DERWENT HOUSE HOME,466699,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2012-07-24,3302330,J505015 190812,7409.88,GRETTON HOUSE,461869,Social Community Care,NURSING HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2012-07-24,3302331,J505021 190812,4983.88,THE GLADES,475753,Social Community Care,NURSING HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2012-07-24,3302332,J505029 190812,5412.32,OAK HOUSE,491029,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2012-07-24,3302333,J505037 190812,46589.44,LONGLEY HALL LTD,501697,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2012-07-24,3302334,J505042 190812,1580.00,PILLING CARE HOME,513118,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9210,CONTINUING NURSING CARE,2012-07-24,3302335,J505061 190812,1564.00,THE POPLARS NURSING HOME,553979,Social Community Care,NURSING HOMES
PURCHASING ELDERLY,9210,CONTINUING NURSING CARE,2012-07-24,3302336,J505073 190812,2004.00,PATHFINDERS CARE (OLLERTON) LIMITED,564758,Social Community Care,NURSING HOMES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2012-07-24,3302337,J505077 190812,1642.16,BUPA CARE SERVICES,568893,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2012-07-24,3302338,J505078 190812,4301.83,MOORVILLE RESIDENTIAL,569422,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9200,SHORT TERM RESIDENTIAL CARE,2012-07-24,3302339,J499747 240612,3905.00,HEELEY BANK CARE HOME,362923,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9200,SHORT TERM RESIDENTIAL CARE,2012-07-24,3302340,J504674 220712,1297.86,NIGHTINGALES RES.HOME,361897,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9200,SHORT TERM RESIDENTIAL CARE,2012-07-24,3302342,J504679 220712,1548.00,CRAEGMOOR  - RICHMOND HEIGHTS,361933,Social Community Care,NURSING HOMES
PURCHASING,9210,SHORT TERM NURSING CARE,2012-07-24,3302343,J504682 220712,1623.56,ROSEBERRY CARE CENTRES GB LTD,362099,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9200,SHORT TERM RESIDENTIAL CARE,2012-07-24,3302344,J504683 220712,2673.00,ROSEBERRY CARE CENTRES GB LTD,361953,Social Community Care,NURSING HOMES
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-07-25,3303039,136740,1564.25,BLACKBURNS METALS LIMITED,520195,Unclassified Trade,ALUMINIUM STOCKHOLDERS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-07-25,3303041,20005442,913.41,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-07-25,3303044,20005462,1071.58,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-07-25,3303048,239080,6794.35,WILLIAM SMITH AND SONS (BARNARD CASTLE),493116,Facilities Management,SIGN WRITERS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-07-25,3303051,3213,985.03,J WHITE & CO (TDE) LTD,205966,Construction,DEMOLITION & DISMANTLING CONTR
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-07-25,3303055,378424,794.08,INSTARMAC GROUP PLC,483173,Building Construction Materials,CONCRETE PRODUCTS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-07-25,3303056,63918,10122.00,ROADTECHS EUROPE LIMITED,493166,Construction,ROAD CONSTRUCTION CONTRACTORS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-07-25,3303061,8026029,2172.60,CARLTON FUELS,466741,Vehicles Not Buses,FUEL DEALERS
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-07-25,3303066,9028424352,862.59,TARMAC LTD,463393,Building Construction Materials,BUILDING BLOCK MNFRS & DISTRIB
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-07-25,3303070,9028429845,973.16,TARMAC LTD,463393,Building Construction Materials,BUILDING BLOCK MNFRS & DISTRIB
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-07-25,3303072,H1218,5793.76,ACL HIGHWAY SERVICES LTD,414647,Environmental Services,WASTE DISPOSAL SERVICES
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-07-25,3303073,HD3D579E6,5453.41,E.ON,479524,Utilities,ELECTRICITY COMPANIES
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-07-25,3303077,LGUD86R3,551.39,NPOWER,347938,Utilities,ELECTRICITY COMPANIES
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-07-25,3303078,LGUFQVR5,553.07,NPOWER,347938,Utilities,ELECTRICITY COMPANIES
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-07-25,3303080,LGUGRP6R,596.65,NPOWER,347938,Utilities,ELECTRICITY COMPANIES
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-07-25,3303083,LGUH87QN,552.12,NPOWER,347938,Utilities,ELECTRICITY COMPANIES
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-07-25,3303084,LGUH9S8X,173635.22,NPOWER,347938,Utilities,ELECTRICITY COMPANIES
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2012-07-25,3303088,MFG069,5292.75,MFG CONSTRUCTION LTD,526453,Construction,CONSTRUCTION CONTRACTORS - GEN
CLAIMS,8740,PUBLIC LIABILITY,2012-07-25,3303664,ERS INVOICE70223,17340.00,GRAYSONS SOLICITORS,297241,Legal Services,SOLICITORS
CHILDRENS' FESTIVAL,8440,FEE EXPENSES,2012-07-25,3303666,ERS INVOICE70225,500.00,REDACTED PERSONAL DATA,568045,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
PARKHILL DEMOLITION SHM (STH),1143,COMPENSATION,2012-07-25,3303670,ERS INVOICE70229,4499.00,REDACTED PERSONAL DATA,570339,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
PROVIDER CONTRACT AUG11-JUL12,9120,OTHER AGENCIES,2012-07-25,3303951,ERS INVOICE70234,530.00,REDACTED PERSONAL DATA,530996,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
CHAUCER PUBLIC ARTS,1146,L&B PROFESSIONAL FEES,2012-07-25,3303952,ERS INVOICE70235,3000.00,MR PETER GRIFFITHS,526563,Leisure Services,ARTS CENTRES
COMMUNITY ASSEMBLY NORTH,9120,OTHER AGENCIES,2012-07-25,3303955,ERS INVOICE70238,500.00,STOCKSBRIDGE IN BLOOM,484666,Unclassified Non Trade,COMMUNITY PROJECTS
SCHOOL SUPPORT STAFF L&D,8440,FEE EXPENSES,2012-07-25,3256417,640,695.00,TAILORMADE TRAINING,435403,Human Resources,TRAINING SERVICES
SCHOOL SUPPORT STAFF L&D,8440,FEE EXPENSES,2012-07-25,3263749,641,695.00,TAILORMADE TRAINING,435403,Human Resources,TRAINING SERVICES
SCHOOL SUPPORT STAFF L&D,8440,FEE EXPENSES,2012-07-25,3285183,643,695.00,TAILORMADE TRAINING,435403,Human Resources,TRAINING SERVICES
LEARNING DIS DEVELOPMENT FUND,9120,OTHER AGENCIES,2012-07-25,3285444,2189,6120.00,SHEFFIELD MENCAP & GATEWAY,328741,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
ARCHITECTS - SCHEME,8350,MISCELLANEOUS EXPENSES,2012-07-25,3290015,5827,1197.00,EURO ENVIRONMENTAL LTD,399641,Construction,ASBESTOS SURVEYS & REMOVALS
PFI 1 UNITARY CHARGE,6030,REPAIRS AND MTCE - RESPONSIVE,2012-07-25,3290062,51865,3617.00,SIS INTERIOR SOLUTIONS LTD,308861,Construction,OFFICE REFURBISHMENT SERVICES
HR CONSULTANCY,8440,FEE EXPENSES,2012-07-25,3294180,10259,562.50,COLLINS-DONNELLY CONSULTANCY,504223,Human Resources,TRAINING CONSULTANTS
HR TRANSACTIONS,8440,FEE EXPENSES,2012-07-25,3294240,CYP0512,1800.00,COLLINS-DONNELLY CONSULTANCY,504223,Human Resources,TRAINING CONSULTANTS
STOCKSBRIDGE,1161,NC&A MAIN CONTRACT,2012-07-25,3300395,985,435339.95,SHEFFIELD LEP LTD,482230,Unclassified Non Trade,LOCAL GOVERNMENT
BIRLEY,1161,NC&A MAIN CONTRACT,2012-07-25,3300397,972,1615509.00,SHEFFIELD LEP LTD,482230,Unclassified Non Trade,LOCAL GOVERNMENT
OTHER REPAIRS & FEES,6030,NON CONTRACT TV AERIALS,2012-07-25,3300999,79183,2071.46,NEW CHANNELS LTD,207092,Domestic Goods,SATELLITE TELEVISION - EQUIPME
BANNERDALE CENTRE,8130,CATERING SUPPLIES,2012-07-25,3301004,25430,1911.60,MELLORS CATERING SERVICES LTD,386434,Catering,CATERERS
EAST MAST,8440,FEE EXPENSES,2012-07-25,3301026,S74,560.00,HANDSWORTH COMMUNITY NURSERY,297395,Social Community Care,NURSERIES & CRECHES
ENVIRONMENTAL OPERATIONS,8100,RECHARGEABLE PURCHASES,2012-07-25,3301158,SL0063357,833.32,SYPTE,317691,Transport,BUS & COACH OPERATORS & STATIO
PURCHASING & PAYMENTS TEAM,7160,CAR PARKING SPACES AND FEES,2012-07-25,3301452,955489,1500.00,SHEFFIELD CITY COUNCIL PARKING SERVICES,387787,Traffic Management,CAR PARKING & GARAGING
CROOKESMOOR CENTRAL COSTS,6150,ELECTRICITY,2012-07-25,3303545,27140233,2474.50,NPOWER NORTHERN LTD,207191,Utilities,ELECTRICITY COMPANIES
CONTRACT,8050,FURNITURE PURCHASES,2012-07-25,3301556,17991,672.20,MAKEPORT 2001 LTD,350362,Furniture,FURNISHERS
BOOKS & OTHER MATERIALS,8080,LIBRARY MATERIALS,2012-07-25,3301771,590/12GB,5000.00,BUREAU VAN DIJK ELECTRONIC PUBLISHING,315715,Education,MULTIMEDIA & ELECTRONIC BOOK P
CITY WIDE CARE ALARMS,8010,EQUIPMENT PURCHASE AND REPAIR,2012-07-25,3302165,130145,815.78,MANGAR INTERNATIONAL,335249,Medical,DISABILITY EQUIPMENT - MNFRS &
MOTORCYCLISTS (C/WIDE LTP),1194,OTHER FEES,2012-07-25,3302199,9760,23725.80,SOUTH YORKSHIRE FIRE & RESCUE SERVICE,299944,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SEN TRANSPORT,7140,PUBLIC TRANSPORT COSTS,2012-07-25,3302646,SL0063363,740.84,SYPTE,208757,Transport,BUS & COACH OPERATORS & STATIO
YOUTH OFFENDING SERVICE,7140,PUBLIC TRANSPORT COSTS,2012-07-25,3302787,SL0063431,644.95,SYPTE,208757,Transport,BUS & COACH OPERATORS & STATIO
YOUTH OFFENDING SERVICE,9120,OTHER AGENCIES,2012-07-25,3302789,345A,11375.00,ROUNDABOUT LTD,316572,Facilities Management,HOSTELS
100 APPRENTICES,9120,OTHER AGENCIES,2012-07-25,3302790,666,780.00,SHEFFIELD ALCOHOL SUPPORT SERVICE,351470,Medical,ALCOHOL MISUSE - ADVICE & COUN
YOUTH OFFENDING SERVICE,9120,OTHER AGENCIES,2012-07-25,3302792,344A,7063.00,ROUNDABOUT LTD,316572,Facilities Management,HOSTELS
CITY WIDE CARE ALARMS,8030,EQUIPMENT MAINTENANCE CONTRACT,2012-07-25,3302825,INV/30023746,26067.29,TUNSTALL HEALTHCARE (UK) LIMITED,209178,ICT,TELECOMMUNICATIONS EQUIPMENT &
ALDINE HOUSE,5610,AGENCY STAFF,2012-07-25,3302827,T3867,1000.00,SOURCE EDUCATION T/A NEAT IDEAS,524828,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
SHEFF YOUNG CARER'S PROJECT,9120,OTHER AGENCIES,2012-07-25,3303220,41085,14059.00,SHEFFIELD YOUNG CARERS PROJECT,330602,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
HIGHFIELD LIBRARY,6150,ELECTRICITY,2012-07-25,3303476,27140357,623.74,NPOWER NORTHERN LTD,207191,Utilities,ELECTRICITY COMPANIES
OFF STREET CAR PARKS,6150,ELECTRICITY,2012-07-25,3303481,27140534,2901.51,NPOWER NORTHERN LTD,207191,Utilities,ELECTRICITY COMPANIES
HILLSBOROUGH LIBRARY,6150,ELECTRICITY,2012-07-25,3303489,27140359,1145.52,NPOWER NORTHERN LTD,207191,Utilities,ELECTRICITY COMPANIES
PUBLIC TOILETS,6150,ELECTRICITY,2012-07-25,3303506,27140437,548.23,NPOWER NORTHERN LTD,207191,Utilities,ELECTRICITY COMPANIES
PUBLIC TOILETS,6150,ELECTRICITY,2012-07-25,3303544,27140383,633.42,NPOWER NORTHERN LTD,207191,Utilities,ELECTRICITY COMPANIES
RED TAPE CENTRAL,6150,ELECTRICITY,2012-07-25,3303549,27140161,706.62,NPOWER NORTHERN LTD,207191,Utilities,ELECTRICITY COMPANIES
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-07-25,3303159,J506847,1777.74,REDACTED PERSONAL DATA,570254,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-07-25,3303160,J506847,2465.20,REDACTED PERSONAL DATA,570259,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-07-25,3303161,J506847,1385.75,REDACTED PERSONAL DATA,570287,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-07-25,3303162,J506847,1503.09,REDACTED PERSONAL DATA,570301,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2012-07-25,3303163,6051,1121.48,CAMBIAN LEARNING DISABILITIES,362013,Unclassified Non Trade,DAY CENTRES
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2012-07-25,3303164,6060,1034.92,CAMBIAN LEARNING DISABILITIES,362013,Unclassified Non Trade,DAY CENTRES
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2012-07-25,3303165,6061,895.44,CAMBIAN LEARNING DISABILITIES,362013,Unclassified Non Trade,DAY CENTRES
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2012-07-25,3303166,6062,1034.92,CAMBIAN LEARNING DISABILITIES,362013,Unclassified Non Trade,DAY CENTRES
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2012-07-25,3303167,6063,2718.32,CAMBIAN LEARNING DISABILITIES,362013,Unclassified Non Trade,DAY CENTRES
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2012-07-25,3303168,6064,1279.68,CAMBIAN LEARNING DISABILITIES,362013,Unclassified Non Trade,DAY CENTRES
PDSI PURCHASING,9250,INDEPENDENT DAY CARE,2012-07-25,3303169,6052,928.56,CAMBIAN LEARNING DISABILITIES,362013,Unclassified Non Trade,DAY CENTRES
PDSI PURCHASING,9250,INDEPENDENT DAY CARE,2012-07-25,3303170,6053,1040.80,CAMBIAN LEARNING DISABILITIES,362013,Unclassified Non Trade,DAY CENTRES
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2012-07-25,3303171,6054,1084.32,CAMBIAN LEARNING DISABILITIES,362013,Unclassified Non Trade,DAY CENTRES
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2012-07-25,3303173,6056,1312.00,CAMBIAN LEARNING DISABILITIES,362013,Unclassified Non Trade,DAY CENTRES
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2012-07-25,3303174,6057,909.40,CAMBIAN LEARNING DISABILITIES,362013,Unclassified Non Trade,DAY CENTRES
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2012-07-25,3303175,6058,928.52,CAMBIAN LEARNING DISABILITIES,362013,Unclassified Non Trade,DAY CENTRES
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2012-07-25,3303176,6059,1084.32,CAMBIAN LEARNING DISABILITIES,362013,Unclassified Non Trade,DAY CENTRES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2012-07-25,3303177,10367,966.40,NOTTS SOCIETY AUTISTIC CHILD / ADULT,368343,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9230,CCSP TRANSPORT,2012-07-25,3303178,10379,572.22,NOTTS SOCIETY AUTISTIC CHILD / ADULT,368343,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2012-07-25,3303179,10423,1812.40,NOTTS SOCIETY AUTISTIC CHILD / ADULT,368343,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2012-07-25,3303180,1715164,4012.00,MENCAP HOMECARE,361858,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2012-07-25,3303181,1715204,1416.00,MENCAP HOMECARE,361858,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2012-07-25,3303183,23035DM,783.20,SPECTRUM SOCIAL CARE LTD,328608,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING ELDERLY,9190,CITYWIDE SPOT,2012-07-25,3303187,23035MB,935.00,SPECTRUM SOCIAL CARE LTD,328608,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2012-07-25,3303192,AA/4/196738,1445.52,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2012-07-25,3303193,AA/4/196739,590.00,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2012-07-25,3303194,AA/4/197007,668.32,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2012-07-25,3303195,AA/4/197008,704.24,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2012-07-25,3303196,AA/4/197009,1645.48,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2012-07-25,3303197,AA/4/197010,5593.76,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2012-07-25,3303198,AA/4/197011,2299.96,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2012-07-25,3303199,AA/4/197012,2749.40,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2012-07-25,3303201,AA/4/197014,1354.52,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2012-07-25,3303203,AA/4/197981,1418.88,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2012-07-25,3303204,AA/4/197982,1216.44,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2012-07-25,3303205,AA/4/198231,712.25,H F TRUST LIMITED,362078,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2012-07-25,3303142,115624,830.00,REDACTED PERSONAL DATA,349291,Social Community Care,ADOPTION & FOSTERING
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2012-07-25,3303143,115625,874.00,REDACTED PERSONAL DATA,349291,Social Community Care,ADOPTION & FOSTERING
LEAVING CARE,9270,INDEPENDENT FOSTERING,2012-07-25,3303144,630045631,1969.44,REDACTED PERSONAL DATA,328618,Social Community Care,ADOPTION & FOSTERING
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2012-07-25,3303145,939,3655.50,REDACTED PERSONAL DATA,562974,Social Community Care,ADOPTION & FOSTERING
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2012-07-25,3303146,940,3655.50,REDACTED PERSONAL DATA,562974,Social Community Care,ADOPTION & FOSTERING
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2012-07-25,3303148,1116,2350.85,TUNTUM HOUSING ASSOCIATION,566291,Unclassified Trade,LETTING AGENTS
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2012-07-25,3303149,4030,3800.00,TWENTY FOUR SEVEN,364408,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
