Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No.,Invoice No.,Invoiced Value,Supplier Name,Address Book No.,Proclass Details Level 1,Thomson Classification Description
MINIBUSES - SHEFFTAX TENDERED,7060,EXTERNAL VEHICLE HIRE,2013-04-09,3436904,1094,31915.96,SHEFFIELD TAXI SERVICES LTD,208407,Transport,TAXIS & PRIVATE HIRE
SH FUTURE COSTS,8460,CONSULTANTS FEES,2013-04-09,3436906,4848,600.00,THE TECHNOLOGY FORGE LIMITED,371682,Consultancy,COMPUTER SYSTEMS & SOFTWARE (D
ACCOMMODATION,8350,MISCELLANEOUS EXPENSES,2013-04-09,3436933,995531,4477.44,CHIEF EXECUTIVE DIRECTORATE (HOMES),402954,Unclassified Non Trade,LOCAL GOVERNMENT
SHEFFIELD FIRST PARTNERSHIP,8020,EQUIPMENT LEASE/ RENTAL/ HIRE,2013-04-09,3436934,1105498379,268.35,KONICA MINOLTA BUSINESS SOLUTIONS EAST,206267,ICT,OFFICE EQUIPMENT MNFRS & DISTR
FOOD HYGIENE,8350,MISCELLANEOUS EXPENSES,2013-04-09,3437133,162776,317.50,OSBORNE RICHARDSON,504174,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
FOOD HYGIENE,8350,MISCELLANEOUS EXPENSES,2013-04-09,3437136,162774,606.00,OSBORNE RICHARDSON,504174,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
FOOD HYGIENE,8350,MISCELLANEOUS EXPENSES,2013-04-09,3437137,162773,373.50,OSBORNE RICHARDSON,504174,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
EGYV PROJECT,9120,OTHER AGENCIES,2013-04-09,3437166,41368,1375.00,BROOMHALL FORUM,479084,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
ALDINE HOUSE,5610,AGENCY STAFF,2013-04-09,3437181,804399,782.80,TEACHING PERSONNEL,410695,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
FOOD HYGIENE,8350,MISCELLANEOUS EXPENSES,2013-04-09,3437196,162777,390.00,OSBORNE RICHARDSON,504174,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
VSP DELIVER,9140,PRIVATE CONTRACTORS,2013-04-09,3437199,10291,9500.00,ENDEAVOUR TRAINING,347945,Human Resources,TRAINING SERVICES
SCC RETAINED RETENTIONS,1161,NC&A MAIN CONTRACT,2013-04-09,3437219,MU722/16(F),6170.81,MARK INSULATIONS LTD,206709,Construction,INSULATION INSTALLERS
FOOD HYGIENE,8350,MISCELLANEOUS EXPENSES,2013-04-09,3437222,162771,652.50,OSBORNE RICHARDSON,504174,Human Resources,EMPLOYMENT & RECRUITMENT AGENC
COM.UNITY,8440,FEE EXPENSES,2013-04-09,3437228,23,480.00,STUDIO 54,557731,Leisure Services,SPORTS COACHING & INSTRUCTION
BANKWOOD CHILDRENS CENTRE,8010,EQUIPMENT PURCHASE AND REPAIR,2013-04-09,3437230,256191567,627.00,YORKSHIRE PURCHASING ORGANISATION,295997,Unclassified Trade,PURCHASING SERVICES
ADAPTATIONS,1157,DWELLINGS MAIN CONTRACT,2013-04-09,3437236,1021391,9750.00,CLARK & PARTNERS LTD,203928,Medical,DISABILITY EQUIPMENT - MNFRS &
PLAYGROUND MAINTENANCE & INSPE,8010,EQUIPMENT PURCHASE AND REPAIR,2013-04-09,3437254,1115,840.00,PAUL DAY COUNTRYSIDE SERVICES,317618,Environmental Services,TREE WORK & FORESTRY SERVICES
COMMUNITY YOUTH TEAMS,8440,FEE EXPENSES,2013-04-09,3437266,3026317,416.67,ENGLISH INSTITUTE OF SPORT SHEFFIELD,508677,Leisure Services,SPORTS COACHING & INSTRUCTION
IS DEVELOPMENT,8620,COMPUTER & HARDWARE PURCHASES,2013-04-09,3437393,1427,34161.60,YHGFL,386078,Education,EDUCATIONAL SERVICES
CONTACT CONTRACTS,9280,CONTACT,2013-04-09,3437416,11807,8274.48,SSA SOCIAL WORK LTD,329517,Human Resources,NURSING AGENCIES
COM.UNITY,9120,OTHER AGENCIES,2013-04-09,3437443,2347,1502.00,J P GLASBY LTD,576568,Construction,ELECTRICIANS & ELECTRICAL CONT
TOWN HALL,8060,MATERIALS AND SUPPLIES GENERAL,2013-04-09,3437649,8505,296.00,W E HARRISON (SHEFFIELD) LTD.,209341,Highway Equipment and Materials,"FLAGS, BANNERS, POLES & MASTS"
OLDER PERSONS LIVING,6190,WATER SERVICES,2013-04-09,3437462,5370000000000000,294.43,YORKSHIRE WATER PLC,295854,Utilities,WATER COMPANIES
COMMUNITY BUILDINGS MGT,6160,GAS,2013-04-09,3437464,A3903012/T1635306,1047.48,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
UTILITIES,6160,GAS,2013-04-09,3437488,3003225379,6836.48,TOTAL GAS & POWER LTD,377403,Utilities,GAS COMPANIES
STANIFORTH ROAD WORKSHOPS,8070,STOCKS AND STORES,2013-04-09,3437500,14408221,333.09,LOOKERS FORD,474939,Vehicles Not Buses,CAR DEALERS
UTILITIES,6160,GAS,2013-04-09,3437507,A3765838/S1869876,14527.24,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-04-09,3437352,J591376,1750.00,REDACTED PERSONAL DATA,557303,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,4260,DIRECT PAYMENTS,2013-04-09,3437353,J591376,921.78,REDACTED PERSONAL DATA,559846,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,4260,DIRECT PAYMENTS,2013-04-09,3437356,J591376,768.30,REDACTED PERSONAL DATA,567285,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-04-09,3437357,J591376,2847.00,MY CHOICE LOCAL,576122,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2013-04-09,3437358,INV.A04753,1749.72,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2013-04-09,3437360,0313-1A.,570.00,HOME INSTEAD SENIOR CARE,488570,Social Community Care,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-04-09,3437362,INV.A04757,9775.00,AUTISM PLUS LTD,330606,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2013-04-09,3437363,1705,786.30,ABBEYCARE & NURSING HOME LTD,518411,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2013-04-09,3437365,17719-17733,1791.14,TLC HOMECARE LTD,573940,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2013-04-09,3437366,18063-18076,1707.21,TLC HOMECARE LTD,573940,Social Community Care,RESIDENTIAL CARE HOMES
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2013-04-09,3437333,127936,830.00,SWIIS FOSTER CARE LTD.,349291,Social Community Care,ADOPTION & FOSTERING
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2013-04-09,3437334,127937,874.00,SWIIS FOSTER CARE LTD.,349291,Social Community Care,ADOPTION & FOSTERING
INDEPENDENT RES BLOCK PLACEMEN,9270,INDEPENDENT RESIDENTIAL PMENT,2013-04-09,3437335,4149,8560.00,TWENTY FOUR SEVEN,364408,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
INDEPENDENT RES BLOCK PLACEMEN,9270,INDEPENDENT RESIDENTIAL PMENT,2013-04-09,3437336,4163,8560.00,TWENTY FOUR SEVEN,364408,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
INDEPENDENT RES BLOCK PLACEMEN,9270,INDEPENDENT RESIDENTIAL PMENT,2013-04-09,3437337,4180,2140.00,TWENTY FOUR SEVEN,364408,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2013-04-09,3437338,5655,3200.00,PROGRESSIVE CARE LTD,343548,Social Community Care,CHILDREN'S HOMES
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2013-04-09,3437339,5656,3200.00,PROGRESSIVE CARE LTD,343548,Social Community Care,CHILDREN'S HOMES
INDEPENDENT RES BLOCK PLACEMEN,9270,INDEPENDENT RESIDENTIAL PMENT,2013-04-09,3437340,5731,5700.00,PROGRESSIVE CARE LTD,343548,Social Community Care,CHILDREN'S HOMES
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2013-04-09,3437341,5736,3200.00,PROGRESSIVE CARE LTD,343548,Social Community Care,CHILDREN'S HOMES
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2013-04-09,3437345,MUD44,320.95,EARL MARSHALL GUEST HOUSE,391589,Facilities Management,GUEST HOUSES
PDSI PURCHASING,4260,NURSING COSTS RECOVERED,2013-04-09,3437322,J586526 310313,527.89,ROSEBERRY CARE CENTRES GB LTD,362099,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,4260,NURSING COSTS RECOVERED,2013-04-09,3437323,J587625 310313,297.89,KERSAL MOUNT NURSING HOME,361765,Social Community Care,NURSING HOMES
PDSI PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-04-09,3437324,J588594 280413,3484.04,CARRWOOD HOUSE HOME,362165,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-04-09,3437324,J588594 280413,4220.96,CARRWOOD HOUSE HOME,362165,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-04-09,3437324,J588594 280413,8607.80,CARRWOOD HOUSE HOME,362165,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-04-09,3437325,J588627 280413,8471.86,KERSAL MOUNT NURSING HOME,361765,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-04-09,3437325,J588627 280413,7806.86,KERSAL MOUNT NURSING HOME,361765,Social Community Care,NURSING HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-04-09,3437326,J588822 280413,6716.88,ICON CARE LTD T/A CHAMWOOD,550309,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-04-09,3437326,J588822 280413,5692.37,ICON CARE LTD T/A CHAMWOOD,550309,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-04-09,3437327,J591377 280413,990.86,KNOWLE HILL,361798,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-04-09,3437328,J591380 280413,2540.00,ROSEBERRY CARE CENTRES GB LTD,362099,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-04-09,3437328,J591380 280413,1579.32,ROSEBERRY CARE CENTRES GB LTD,362099,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-04-09,3437328,J591380 280413,50298.32,ROSEBERRY CARE CENTRES GB LTD,362099,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-04-09,3437328,J591380 280413,46239.28,ROSEBERRY CARE CENTRES GB LTD,362099,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING,9210,CONTINUING NURSING CARE,2013-04-09,3437328,J591380 280413,6494.24,ROSEBERRY CARE CENTRES GB LTD,362099,Social Community Care,RESIDENTIAL CARE HOMES
PDSI PURCHASING,9210,CONTINUING NURSING CARE,2013-04-09,3437328,J591380 280413,16469.96,ROSEBERRY CARE CENTRES GB LTD,362099,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2013-04-09,3437329,J591305 310313,2370.00,PADDOCK HILL,361797,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,SHORT TERM RESIDENTIAL CARE,2013-04-09,3437331,J591310 310313,33428.57,ROSEBERRY CARE CENTRES UK LTD,412186,Social Community Care,RESIDENTIAL CARE HOMES
REFUGEE GATEWAY PROGRAMME,9160,PARTNERSHIP CONTRACTS,2013-04-10,3438133,ERS INVOICE81982,125559.70,HULL CITY COUNCIL,326308,Unclassified Non Trade,LOCAL GOVERNMENT
REFUGEE GATEWAY PROGRAMME,9160,PARTNERSHIP CONTRACTS,2013-04-10,3438134,ERS INVOICE81984,271943.19,REFUGEE COUNCIL,549304,Human Resources,TRANSLATORS & INTERPRETERS
SAFER COMMUNITIES PARTNERSHIP,9120,OTHER AGENCIES,2013-04-10,3438137,ERS INVOICE81988,3920.00,SWWOP,379956,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
COMMUNITY ASSEMBLY EAST,9120,OTHER AGENCIES,2013-04-10,3438138,ERS INVOICE81989,2452.00,HANDSWORTH COMMUNITY FORUM,328607,Unclassified Non Trade,COMMUNITY PROJECTS
CITY WIDE CARE ALARMS,8010,EQUIPMENT PURCHASE AND REPAIR,2013-04-10,3438139,ERS INVOICE81990,405.00,JRWINSTANLEY,570104,Health and Safety,GAS SAFETY TESTING & INSPECTIO
CORONIAL SERVICES,8440,WITNESS FEES,2013-04-10,3438144,ERS INVOICE81996,506.80,REDACTED PERSONAL DATA,581557,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
CORONIAL SERVICES,8440,WITNESS FEES,2013-04-10,3438146,ERS INVOICE81998,459.20,REDACTED PERSONAL DATA,581532,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
BUSINESS INTELLIGENCE,8440,FEE EXPENSES,2013-04-10,3438150,ERS INVOICE82002,1269.70,G J SAUNDERSON,581501,Unclassified Trade,PRIVATE INVESTIGATOR
YOUTH JUSTICE SERVICE,9120,OTHER AGENCIES,2013-04-10,3438151,ERS INVOICE82003,1943.05,REDACTED PERSONAL DATA,550340,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
POST 16 TRAVEL PASSES,9430,SEN DISCRETIONARY,2013-04-10,3438153,ERS INVOICE82006,500.00,SHELL'S CARS,543658,Transport,TAXIS & PRIVATE HIRE
CLAIMS,8740,MOTOR VEHICLE,2013-04-10,3438237,ERS INVOICE82010,617.32,ADMIRAL INSURANCE,540520,Financial Services,INSURANCE - HOME
STRUCTURES - SCHEME,8350,MISCELLANEOUS EXPENSES,2013-04-10,3422693,4735,14025.00,MICHAEL D JOYCE ASSOCIATES LLP,480535,Consultancy,ENGINEERS - CONSULTING
"H,M & E DESIGN",1146,L&B PROFESSIONAL FEES,2013-04-10,3423355,C3514-06/4372,1929.43,BERSCHE - ROLT LTD,537092,Consultancy,STRUCTURAL ENGINEERS
ARCHITECTS - SCHEME,8350,MISCELLANEOUS EXPENSES,2013-04-10,3423602,8994,250.00,INSPECT-A-DRAIN,384193,Environmental Services,DRAINAGE CONTRACTORS
ARCHIVES & CONSERVATION,8060,MATERIALS AND SUPPLIES GENERAL,2013-04-10,3424114,122851,2389.29,TNT UK LTD.,209076,Mail Services,COURIER & MESSENGER SERVICES
ADOPTION SERVICE,8420,ADVERTISING AND PUBLICITY,2013-04-10,3425274,BMP/111328,960.00,BAAF PUBLICATIONS,329738,Social Community Care,ADOPTION & FOSTERING
SSCB,8490,OTHER PROFESSIONAL FEES,2013-04-10,3426774,6861,13695.00,SHEFFIELD FUTURES,322702,Medical,COUNSELLING & ADVICE SERVICES
START UP LOANS,8440,FEE EXPENSES,2013-04-10,3429616,SULYP03/13,22500.00,DONBAC LIMITED,580672,Consultancy,BUSINESS & MANAGEMENT CONSULTA
CATERING PREMISES & EQUIPMENT,8010,EQUIPMENT PURCHASE AND REPAIR,2013-04-10,3433182,49225,436.13,BARNSLEY CATERING SERVICES LTD,203262,Catering,CATERING EQUIPMENT
PUBLIC RIGHTS OF WAY,6390,OTHER HIGHWAY MAINTENANCE,2013-04-10,3434865,272400,4567.92,MARCHINGTON STONE LIMITED,526115,Building Construction Materials,QUARRIES
CORONIAL SERVICES,8090,BEREAVEMENT SUPPLIES,2013-04-10,3434882,00032-13126066/P7,2570.83,DIGNITY CARING FUNERAL SERVICES,563208,Environmental Services,FUNERAL DIRECTORS
STRUCTURES - SCHEME,8350,MISCELLANEOUS EXPENSES,2013-04-10,3435011,5944,1711.50,ECUS LTD,307556,Consultancy,ENVIRONMENTAL CONSULTANTS
SECTOR GROWTH,8250,MARKETING EXPENSES,2013-04-10,3435045,1159,9800.00,BREEZE STRATEGY LIMITED,473411,Consultancy,INVESTMENT CONSULTANTS
PFI 1,8350,MISCELLANEOUS EXPENSES,2013-04-10,3435253,785,1484.82,PYRAMID SCHOOLS (SHEFFIELD) LTD,324404,Financial Services,LEASING SERVICES
PFI 2,8350,MISCELLANEOUS EXPENSES,2013-04-10,3435255,FEEP226,1401.05,PRIORGATE LIMITED,392312,Financial Services,LEASING SERVICES
HOUSING SOCIAL FUND,8620,COMPUTER & HARDWARE PURCHASES,2013-04-10,3435325,41677,284.11,HEADSET SALES LTD,343969,ICT,TELECOMMUNICATIONS EQUIPMENT &
HIST,8620,COMPUTER MAINTENANCE,2013-04-10,3435581,1801435855,325.75,ROYAL MAIL GROUP LTD,295326,Mail Services,DELIVERY SERVICES
CATERING PREMISES & EQUIPMENT,8010,EQUIPMENT PURCHASE AND REPAIR,2013-04-10,3436280,49323,280.39,BARNSLEY CATERING SERVICES LTD,203262,Catering,CATERING EQUIPMENT
CATERING PREMISES & EQUIPMENT,8010,EQUIPMENT PURCHASE AND REPAIR,2013-04-10,3436281,49322,430.00,BARNSLEY CATERING SERVICES LTD,203262,Catering,CATERING EQUIPMENT
CORONIAL SERVICES,8440,HISTOLOGY FEES,2013-04-10,3436308,2100150210,3465.00,SHEFFIELD CHILDRENS HOSPITAL,489904,Unclassified Non Trade,HOSPITALS
CATERING PREMISES & EQUIPMENT,8030,EQUIPMENT MAINTENANCE CONTRACT,2013-04-10,3436466,49304,325.50,BARNSLEY CATERING SERVICES LTD,203262,Catering,CATERING EQUIPMENT
CATERING PREMISES & EQUIPMENT,8030,EQUIPMENT MAINTENANCE CONTRACT,2013-04-10,3436468,49302,403.00,BARNSLEY CATERING SERVICES LTD,203262,Catering,CATERING EQUIPMENT
PFI 1,8350,MISCELLANEOUS EXPENSES,2013-04-10,3436498,789,1709.47,PYRAMID SCHOOLS (SHEFFIELD) LTD,324404,Financial Services,LEASING SERVICES
AIR QUALITY AND MODELLING,8030,EQUIPMENT MAINTENANCE CONTRACT,2013-04-10,3436559,18062,1432.81,ENVIRO TECHNOLOGY SERVICES PLC,315213,Environmental Services,"MEASURING, ANALYSING & CONTROL"
TTAPS GENERAL,8350,MISCELLANEOUS EXPENSES,2013-04-10,3436564,14052,6445.00,SKY HIGH LTD,317951,Traffic Management,TRAFFIC INFORMATION
CITY CENTRE MANAGEMENT & ADMIN,8010,EQUIPMENT PURCHASE AND REPAIR,2013-04-10,3437205,4697,750.00,SPRINGBOARD RESEARCH LTD.,369222,Facilities Management,RESEARCH ORGANISATIONS
TREES & WOODLAND EDUCATION,8060,MATERIALS AND SUPPLIES GENERAL,2013-04-10,3437213,1134,760.00,TINSLEY TREE PROJECT,387262,Unclassified Non Trade,COMMUNITY PROJECTS
MINOR ADAPTATIONS,6020,REPAIRS AND MTCE - PROGRAMMED,2013-04-10,3437235,1981/13,726.00,PIKE JOINERY LIMITED,453858,Construction,CARPENTERS & JOINERS
MINOR ADAPTATIONS,6020,REPAIRS AND MTCE - PROGRAMMED,2013-04-10,3437237,1977/31,462.00,PIKE JOINERY LIMITED,453858,Construction,CARPENTERS & JOINERS
MINOR ADAPTATIONS,6030,REPAIRS AND MTCE - RESPONSIVE,2013-04-10,3437239,1979/13,346.00,PIKE JOINERY LIMITED,453858,Construction,CARPENTERS & JOINERS
MINOR ADAPTATIONS,6030,REPAIRS AND MTCE - RESPONSIVE,2013-04-10,3437243,1978/13,285.00,PIKE JOINERY LIMITED,453858,Construction,CARPENTERS & JOINERS
COMPLEX NEEDS,5010,GENERAL BASIC PAY,2013-04-10,3437269,2100077755,1437.18,SHEFFIELD HEALTH AND SOCIAL CARE,336425,Unclassified Non Trade,HEALTH AUTHORITIES
MANAGEMENT TEAM LD,5010,GENERAL BASIC PAY,2013-04-10,3437270,2100077754,3002.90,SHEFFIELD HEALTH AND SOCIAL CARE,336425,Unclassified Non Trade,HEALTH AUTHORITIES
ACCOMMODATION & DEVEL TEAM,8490,OTHER PROFESSIONAL FEES,2013-04-10,3437271,2100077753,3409.21,SHEFFIELD CARE TRUST (SP),366826,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SOCIAL CARE TAXIS,7060,EXTERNAL VEHICLE HIRE,2013-04-10,3437275,CTL5463,11916.10,CENTRAL TRAVEL SHEFFIELD LTD,203820,Transport,TAXIS & PRIVATE HIRE
LENDING SERVICES GENERAL,8010,EQUIPMENT PURCHASE AND REPAIR,2013-04-10,3437377,INV159117,270.26,A PINDER LTD,202627,Facilities Management,COPYING & DUPLICATING SERVICES
PURCHASING & PAYMENTS TEAM,7060,EXTERNAL VEHICLE HIRE,2013-04-10,3437395,999647,9816.20,TRANSPORT & COMMERCIAL SERVICES (HOMES),387596,Unclassified Non Trade,LOCAL GOVERNMENT
DRUG & SUBSTANCE,9120,OTHER AGENCIES,2013-04-10,3437398,SI-TPS-00004469/00000100,5000.00,TURNING POINT SERVICES LTD,482885,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
DRUG & SUBSTANCE,9120,OTHER AGENCIES,2013-04-10,3437399,SI-TPL-00001070,10000.00,TURNING POINT SERVICES LTD,482885,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
ADOPTION SERVICE,8440,FEE EXPENSES,2013-04-10,3437402,NOR6561,1095.20,BAAF ADOPTION & FOSTERING,383738,Social Community Care,ADOPTION & FOSTERING
SCHOOL TRAVEL ADVISERS,8440,FEE EXPENSES,2013-04-10,3437411,MEM13-14/037,349.00,MODESHIFT,521804,Leisure Services,"CLUBS & ASSOCIATIONS - SOCIAL,"
HARD FM,6030,REPAIRS AND MTCE - RESPONSIVE,2013-04-10,3437414,48129,569.65,WALLGATE LTD.,374805,Cleaning and Janitorial,HYGIENE & SANITARY APPLIANCE M
HIST,8620,COMPUTER MAINTENANCE,2013-04-10,3437452,999689,179484.38,CHIEF EXECUTIVE DIRECTORATE (HOMES),402954,Unclassified Non Trade,LOCAL GOVERNMENT
HIST,9630,BASE PRICE,2013-04-10,3437458,999446,1084164.00,CHIEF EXECUTIVE DIRECTORATE (HOMES),402954,Unclassified Non Trade,LOCAL GOVERNMENT
CARE4YOU SERVICE,8540,SECURITY SERVICES,2013-04-10,3437470,INV061608,5008.02,CONSTANT SECURITY SERVICES LIMITED,501937,Facilities Management,SECURITY SERVICES
BANNERDALE CENTRE,6330,PREMISES SECURITY SERVICES,2013-04-10,3437473,INV061611,1582.08,CONSTANT SECURITY SERVICES LIMITED,501937,Facilities Management,SECURITY SERVICES
FM SITES TRADED,6020,REPAIRS AND MTCE - PROGRAMMED,2013-04-10,3437545,CV139101,1200.00,POLYPIPE CIVILS,422730,Environmental Services,PLASTIC PRODUCTS - MNFRS
NORTH EAST TEAM GRANTS,8440,FEE EXPENSES,2013-04-10,3437616,1,4417.50,FIRVALE YOUTH PROJECT,376367,Unclassified Non Trade,YOUTH ORGANISATIONS & CENTRES
CARE 4 YOU  EQUIPMENT BUDGET,8010,EQUIPMENT PURCHASE AND REPAIR,2013-04-10,3437650,918997377,354.00,ARCO LTD,203022,Clothing,SAFETY EQUIPMENT & CLOTHING
PMY MAINT.HM&E -ABBEY LANE,1161,NC&A MAIN CONTRACT,2013-04-10,3437678,ED03626G/5,84300.00,KIER SHEFFIELD LLP,352687,Construction,PROPERTY MAINTENANCE & REPAIRS
FIRE STRATEGY WORKS,1161,NC&A MAIN CONTRACT,2013-04-10,3437683,ED04131/2,112300.00,KIER SHEFFIELD LLP,352687,Construction,PROPERTY MAINTENANCE & REPAIRS
EP DOOR ENTRY WORKS,1161,NC&A MAIN CONTRACT,2013-04-10,3437686,SH02430/15,15500.00,KIER SHEFFIELD LLP,352687,Construction,PROPERTY MAINTENANCE & REPAIRS
PLAYGROUND MAINTENANCE & INSPE,8010,EQUIPMENT PURCHASE AND REPAIR,2013-04-10,3437794,ZDB0014499,1573.94,MARSHALLS MONO LIMITED,460984,Building Construction Materials,QUARRIES
SCHOOLS LIBRARY SERVICE,8080,MEDIA,2013-04-10,3437945,1701705,411.38,BERTRAM LIBRARY SERVICES,418929,Education,EDUCATIONAL EQUIPMENT & SUPPLI
CARILLION CONTROL ACCOUNT,9620,FINANCIAL PROCESSES,2013-04-10,3438066,125716,59929.14,CARILLION (AMBS) LTD,541917,Facilities Management,FACILITIES MANAGEMENT
BANNERDALE CENTRE,6330,PREMISES SECURITY SERVICES,2013-04-10,3438067,10130,1080.00,ELITE SECURITY SYSTEMS,445002,Cleaning and Janitorial,CLEANING SERVICES - COMMERCIAL
WOODLANDS,8260,WOODLAND DEVELOPMENT EXPENSES,2013-04-10,3438100,1963,2994.00,CHARLESWORTH TREE SURGERY,425383,Environmental Services,TREE WORK & FORESTRY SERVICES
OFF STREET CAR PARKS,6150,ELECTRICITY,2013-04-10,3437951,79642049980,341.41,NPOWER,347938,Utilities,ELECTRICITY COMPANIES
SHEAF TRAINING,6150,ELECTRICITY,2013-04-10,3437963,27140793,1793.57,NPOWER NORTHERN LTD,207191,Utilities,ELECTRICITY COMPANIES
ACCOMMODATION,6190,WATER SERVICES,2013-04-10,3437971,800311647/54,406.66,YORKSHIRE WATER PLC,295854,Utilities,WATER COMPANIES
MEETING ROOMS NORTH AREA,6190,WATER SERVICES,2013-04-10,3437982,800768701/2,776.29,YORKSHIRE WATER PLC,295854,Utilities,WATER COMPANIES
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-04-10,3437754,J591887,557.00,REDACTED PERSONAL DATA,482107,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-04-10,3437756,J591887,599.85,REDACTED PERSONAL DATA,546847,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2013-04-10,3437757,J591887,1653.04,A4E,547567,Human Resources,TRAINING SERVICES
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-04-10,3437758,J591887,13673.56,REDACTED PERSONAL DATA,551365,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-04-10,3437759,J591887,1939.66,REDACTED PERSONAL DATA,553233,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2013-04-10,3437760,J591887,4513.36,SHEFFIELD MIND,556296,Social Community Care,CAREFIRST DIRECT PAYMENTS
